"频道名称","粉丝数","简介","邮箱","国家"
"Love Furry Friends - Rescue Channel","558000","Welcome to our channel! 🐾

We are an animal rescue organization and shelter based in Ukraine.

Our journey began in 2018 with one animal-loving soul. Today, our mission is to rescue stray animals, provide medical care, and help them find loving forever homes.

🏠 About our shelter:
We care for many rescued animals every day. Some of them are waiting for their families, while others, due to age or health conditions, will stay with us for life and receive lifelong care.

💔 As the war in Ukraine began, many animals were left behind.
We continued rescuing those in need, but soon our facility became too small.

🙏 How you can help ⬇️🇺🇦

Please LIKE, SHARE, and SUBSCRIBE if you want to support our mission and see more rescue stories.

Every bit of support helps us continue our work.

To Support Us and Help more RESCUES:
https://www.paypal.me/LoveFurryFriends
Join us on Patreon:
https://www.patreon.com/user?u=69343933
Email:lovefurryfriends1@gmail.com","lovefurryfriends1@gmail.com","United States"
"Cats Of San Bernardino","525761","Cats of San Bernardino was started by Jaina and Ivy Spagis when they moved to San Bernardino in 2016
from Los Angeles. They were shocked that San Bernardino did not offer free spay and neuter
services like LA and realized that the feral situation in their new neighborhood was out of
control. They began trapping and spaying/neutering feral cats at their own expense, but soon
realized the problem was too big to tackle on their own.

They have converted their home into an animal sanctuary, providing space for kittens and their
mommas waiting for adoption, rehabilitation areas for recovering injured cats, play areas for
healthy cats. With the help of foster families in the city of San
Bernardino they have as many as 50 cats in their care at one time.Their dream is to one day
have a large property/facility which will help save thousands of more lives. This new property
would have catios, feral enclosures, a medical room, nursery, rehabilitation area, and adoption
center.","","United States"
"Arthurs Acres Animal Sanctuary","355556","Welcome to Arthur's Acres! Our mission is to rescue animals who have been abused, exploited or discarded, rehabilitate through patience, love, and respect, and to educate humans on cruelty-free life from daily choices. We also celebrate the individuality, personality and soul of each animal at our sanctuary. Meet some of our friends and follow their stories on our videos and lives!","ArthursAcresAnimalSanctuary@gmail.com","United States"
"Robert Cabral","350000","DOG LOVERS...  This is the page for you!

Whether you are a casual dog lover, a seasoned trainer or somewhere in between, my YouTube channel has something for you! This is the best place to find my newest dog training videos, podcasts and more.    

I’ve worked with, trained and evaluated 1000's of dogs.  I have titled and trained obedience & protection dogs as well as pet dogs through my private dog training practice.

Through Bound Angels I instruct animal shelters, SPCA's and humane societies nationwide on canine behavior theory, behavior assessment, dog playgroups and more.   This instruction and knowledge of canine behavior and my rehabilitation techniques have saved countless thousands of dogs from shelters nationwide often giving them their only chance at adoption. 

I want you to have a happy and balanced relationship with your dog.   Let me help you!

My videos are  for all dogs, breeds;  puppies and adults.  

New content constantly added!","info@robertcabral.com","United States"
"Aria_cats_rescue","339000","🐾Aria Cats Rescue! 🐾

🐾 Welcome to our rescue family ❤️

We’re a small team of friends dedicated to rescuing, treating, and giving vulnerable cats a second chance at life. Every rescue has a story, and we do everything we can to help those who have been abandoned, injured, sick, or forgotten.

We rely on donations. Your support helps provide food, medical care, and hope. 🐱❤️

🙏 Help us save more lives and cover our growing veterinary debts. Every donation means another chance.
👇Click link below to donate 🙏🐾","","United States"
"DAR Animal Rescue","338000","Hello, I am Ermioni, and I am from Karditsa, Greece. I rescue animals that are found abandoned, abused, mistreated and starving, and I am trying to offer them a better life. All rescue animals receive the necessary medical care, they are vaccinated, neutered and spayed, and promoted for adoption. The more animals are adopted out, the more I can rescue. 

For adoptions please email me at: ermionirescue@gmail.com","ermionirescue@gmail.com","Greece"
"Dublin Shelter","322000","Hello,

We are a group of animal rescue volunteers who have main jobs but love to spend an extra time trying to do something good. Our goals to share rescue abandoned, homeless, neglected, stray dogs (and other animals) from the streets or from local terrible shelters... treatment and give for them our warm care and love and finally find for them a forever home.

Our headquarter is in Blanchardstown, Dublin but our network/volunteers are around the world. We don't receive donation via our headquarter, but donation please send directly into our volunteers/partners which we always put link and information in the video description.

If you love dogs/animals or have any case need our help. Please contact us at the email below: dublinworkinghard@gmail.com

Thank you so much!","dublinworkinghard@gmail.com","Ireland"
"Pet Adoption Center","316000","We're from Viet Nam!
We are some of the younger members who love animals and pets. 
The place where I live, human life is still difficult, dog meat is considered a popular food, animals are often not paid attention. 
The animals were starved and abandoned.
It is our daily job to find and help them. By getting in touch on social media or by anyone calling us, we will be there.
Everyone, let's love and protect animals, let's live together in peace.
We love you. God will protect us.
Join the group by subscribing to our channel,  and enjoy new videos posted!
Thank you for watching my video.

We are the official, international channel for Asian Pet Rescue Team.
Contact : 
                          - Email: Pet Adoption Center ( adoptapet.asia@gmail.com )
                          - Phone: +84 908 3914 17
                          - DONATE Paypal: https://www.paypal.me/AdoptAPetCenter","adoptapet.asia@gmail.com","United States"
"Animal Shelter","196000","Hello,

Welcome to Animal Shelter channel. 

We are an amateur volunteer team with each individual who rescues animals but does not specialize in uploading videos into YouTube. Then we unite together, share our videos here in order to help rescued videos get discovered and go viral.

Contact us here: info.taiwananimalshelter@gmail.com

-------------------------------------------------------------------------------------
►Subscribe Now! Click Here: https://goo.gl/oqwXTi
►Thanks For Watching! Like, Share & Comment
 -------------------------------------------------------------------------------------
© Copyright by Animal Shelter ☞ Do not Re-up
#AnimalShelter, #PuppyRescue, #RescueDogs","info.taiwananimalshelter@gmail.com","Taiwan"
"Enoch Wildlife Rescue","195000","Enoch Wildlife Rescue

The Southwest Wildlife Foundation of Utah DBA Enoch Wildlife Rescue & Gowildlife, was founded in 1997 in Cedar City Utah, we are a 501c3 non-profit organization dedicated to wildlife rescue, rehabilitation and education.

Enoch Wildlife Rescue provides approximately 100 educational outreach programs, reaching over 30,000 people annually, and is based in the Cedar City area.

Enoch Wildlife Rescue cares for approximately 100 sick, injured and orphaned native wildlife each year. Restoring these animals to health and returning them to the wild is our primary goal.","","United States"
"International Animal Rescue IAR","185000","At International Animal Rescue we not only save animals from suffering, we also rehabilitate and release them back into the wild and work to protect their precious natural habitats. Our work includes cutting free and caring for captive bears in India and Armenia, rescuing and rehabilitating orangutans and other primates in Indonesia and treating injured and orphaned howler monkeys in Costa Rica. Our aim is to return animals to their natural environment wherever possible, but we also provide a permanent home for those that can no longer fend for themselves.","","United Kingdom"
"Agelina Animal Rescue And Sanctuary 🐾","111000","Hello brothers and sisters, I'm Agelina Animals RescueAnd Sanctuary.
We are in a very difficult situation. Right now, we are caring for 99 dogs and 36 cats, and we continue rescuing animals from the streets whenever we can. Some of them are sick, and all of them depend on us for food, clean water, medical treatment, and love.
The expenses have become overwhelming. Rent, daily food, and constant vet bills are more than I can manage alone, and I am struggling to keep up.
That is why I am reaching out for help. We are trying to raise $21,000 to give these dogs and cats a chance at life—to keep them fed, treated, and safe.
If you can spare even a small donation, it would mean so much. If you are unable to donate, please consider sharing our GoFundMe with your friends and family. Every share helps.
Together, we can make a difference and give these innocent lives a second chance 🐾","",""
"Dog Haven","104000","Welcome to dog haven, your go-to source for heartwarming and inspiring dog rescue stories! 🐾 Here, we’re dedicated to rescuing abandoned, abused, and neglected dogs, giving them a second chance at life and showing the world the incredible bond between humans and dogs.

Our channel features real-life rescues, rehabilitation journeys, adoption success stories, and tips for dog lovers on how to make a difference in the lives of animals. Whether you're an animal advocate or simply a dog lover, you'll find touching stories, educational content, and behind-the-scenes footage of the incredible transformations of these beautiful animals.

Join us on our mission to spread compassion, save lives, and raise awareness about animal welfare. Every like, share, and subscription helps us continue our work in giving these lovable dogs the happy, safe homes they deserve!

Together, we can make the world a better place for our furry friends.","","United States"
"Galgos del Sol Animal Rescue","98300","www.galgosdelsol.org 
Follow us on Facebook https://www.facebook.com/pages/Galgos-del-Sol/175718192447988?fref=ts

Galgos del Sol was founded by Tina Solera & is a registered charity (G30856736) based in Murcia, Spain. 

Recently we have been accepted as a registered USA 501c charity & a UK non profit!

We rescue and rehabilitate abandoned and injured Galgos for placement in forever homes in the UK, Europe, and US. Bred solely for hunting, thousands of Galgos are abandoned or killed annually at the end of each short hunting season. 

Galgos are not typically considered as pets in Spain and their lives end in less than humane ways either in perreras (kill stations) or abandoned to a life of persecution on the streets. 

GDS is passionately committed to the welfare of galgos and works tirelessly to educate the public about their plight & are currently raising funds to build an education & rescue centre. You can find out more about the Centre on our webpage www.galgosdelsol.org","",""
"Scotty's Animals","93600","Scotty's Animals channel is about animal rescue. I am an animal rescue volunteer in Los Angeles. I volunteer at the Los Angeles Guinea Pig Rescue.  My channel aims to help people care for animals. https://www.scottysanimals.com I have been volunteering with different animal rescues in California for a number of years now. Rescues like: The Feral Cat Foundation, Reptile and Amphibian Rescue Network, Wee Companions, Orange County Cavy Haven, Rabbit Rescue Inc, Los Angeles Guinea Pig Rescue, and others.  Caring for animals requires adult supervision. This information is intended for adults. Only adults can make the decision about adopting animals, and taking home new pets.","","United States"
"A Safefurr Place Animal Rescue","92400","A Safefurr Place is a non-profit animal rescue organization in Bakersfield California that also serves the surrounding areas of Kern County.

Our animal rescue channel features the stories of the abandoned, homeless, and neglected dogs and cats we have saved from the streets and rural areas of Kern County. There is nothing more rewarding than seeing these discarded pets transform back into the healthy and happy dogs and cats they once were, and helping them find the loving, forever homes they deserve.

PayPal donations  - http://www.paypal.com (Our account is @asafefurrplace)
Venmo donations - http://www.venmo.com (Our account is @ASP-Rescue)
Cash App donations - https://cash.app/$asafefurrplace","","United States"
"GOOD LUCK ANIMAL SHELTER 🐾","87100","Hello brothers and sisters, I'm Patricia FROM GOOD LUCK Animal shelter And Sanctuary.

We are in a very difficult situation. Right now, we are caring for 25 dogs and 20 cats, and we continue rescuing animals from the streets whenever we can.

Some of them are sick, and all of them depend on us for food, clean water, medical treatment, and love.

The expenses have become overwhelming. Rent, daily food, and constant vet bills are more than I can manage alone, and I am struggling to keep up. That is why I am reaching out for help. We are trying to raise  ( $25,000 ) to give these dogs and cats a chance at life-to keep them fed, treated, and safe.

If you can spare even a small donation, it would mean so much. If you are unable to donate, please consider sharing our GoFundMe with your friends and family. Every share helps.

Together, we can make a difference and give these innocent lives a second chance🙏

CONTACT ME VIA EMAIL 👇👇👇

👉📧 promotelove300@gmail.com","promotelove300@gmail.com","United States"
"Hertfordshire Zoo","76200","Hertfordshire Zoo (www.hertfordshirezoo.com) is a registered conservation and education charity that supports projects around the world. We have a very knowledgeable and passionate team to care for our animals and raise funds to support wildlife conservation projects both in the UK and around the globe. Our sister site is The Big Cat Sanctuary based in Smarden, Kent.","info@hertfordshirezoo.com","United Kingdom"
"Life With Pigs Farm Animal Sanctuary","73100","Live at 9pm ET nightly.  Life with Pigs Farm Animal Sanctuary provides forever homes to farm animals in need and compassion-filled educational experiences to the public.  We are home to pigs, cows, turkeys, chickens, sheep, a rabbit, a parrot, and three dogs. 

Life with Pigs is dedicated to educating people about the injustices faced by animals and how we can better coexist with our fellow earthlings. We operate under the guiding principle that animals are our equals and deserve equal consideration for their needs and desires.

Please subscribe to our channel for regular videos!","","United States"
"Reagan Animals care","71700","Help us Feed, Shelter and Heal Rescued Dogs.Hello friends, my name is MATOVU REAGAN and I run (Reagan Animals Care) at Kassanda Bukuya.

Our mission is simple but urgent: to rescue, feed, shelter and rehabilitate abandoned, abused and starving animals giving them a second chance of life.

Many rescued dogs are found emaciated,sick or injured left to survive on their own. We provide them with food, medical care,safe shelter, and love they have been at denied for too long.

BUT WE ARE FACING SERIOUS CHALLENGES;

1): Daily food costs for our animals.Feeding one dog

costs about $. Every day is a struggle.

2): Medical expenses for vaccinations, deworming, emergency treatment and spraying external parasites (ticks and fleas).

The Truth is, without your help, we can not continue to give these innocent souls the care they desperately need.","","Uganda"
"Sadies Dog Rescue","71400","Sadies Dog Rescue is a European non-profit organisation, registered in UK and run solely by volunteers & via donations.
We seek to change the fortunes of animals in and around Bacau, Romania through Rescue, Rehabilitation, Sterilisation and Education.","","United States"
"Jacobs Ridge Animal Sanctuary","70000","Jacobs Ridge is a private animal sanctuary in Murcia, Spain offering a forever home to 140+ animals. This includes: horses, pigs, donkeys, goats, sheep, cats and dogs, many of which have been neglected, abused or abandoned. 
We offer all-inclusive volunteer experience breaks, making us not just a sanctuary for animals, but a sanctuary for people too. 

Our mission is to be completely self-sustainable and not rely on hand-outs or donations. However, the pandemic had a massive impact on our funding model and so we have had to turn to other fundraising methods.

We promote a vegan lifestyle because we believe that every being has a right to life and a Life Without Fear.

Donate to our current fundraiser: https://www.gofundme.com/f/jacobs-ridge-infirmary
.","","United Kingdom"
"The Moons Farm","63300","Welcome to Legacy of Legends, our real-life animal rescue and sanctuary based at The Magical Moon Farm in rural France 🌿

Here, once-forgotten horses, donkeys, and other animals find safety, kindness, and a second chance at life. We care for retired elite sport horses, elderly equines, and endangered Poitou donkeys — giving them the dignity, comfort, and love they deserve.

Every video shares a true story: from the rescue of an elderly horse to the first steps of a tiny newborn donkey. We believe every life matters, and every legend deserves a beautiful ending 🌙💫

Join our worldwide family of animal lovers, follow the daily lives of our rescued souls, and be part of something magical — a place where hope and compassion truly live.

🩶 Subscribe to follow their journeys and help us continue our mission of rescue, rehabilitation, and love.","","France"
"ACC NYC","60400","Welcome to the official Animal Care Centers of NYC (ACC) YouTube channel!  Individuals from all over New York City come to Animal Care Centers every day of the week for reasons as diverse as surrendering pets, reclaiming lost cats and dogs, and adopting new furry family members. We strive to find loving homes for homeless and abandoned cats, dogs, and rabbits, both by adopting animals directly to the public and by partnering with more than 300 dedicated animal placement organizations (our New Hope partners). Our field services division responds to calls from the public to help keep NYC communities safe and rescue animals in need, and we have facilities in all five boroughs.","info@nycacc.org; adopt@nycacc.org; CommunityCats@nycacc.org; donate@nycacc.org; foil@nycacc.org; foster@nycacc.org; hr@nycacc.org; media@nycacc.org; volunteerinfo@nycacc.org","United States"
"Best Friends Animal Society","57700","Best Friends Animal Society is a leading animal welfare organization dedicated to saving the lives of dogs and cats in America's shelters and making the entire country no-kill. Founded in 1984, Best Friends runs lifesaving facilities and programs nationwide in partnership with more than 6,000 shelters and rescue organizations. From our headquarters in Kanab, Utah, we also operate the nation's largest no-kill animal sanctuary — a destination that brings our mission to life for thousands of visitors each year. We maintain the most comprehensive animal sheltering data in the country and make it accessible to the public — empowering communities with critical insights into the needs of their local shelters and how they can help. We believe every dog and cat deserves a home. And we believe that, by working together, we can Save Them All®.
Sub goals
57,000 ✅ we appreciate you, tysm! 🧡
75,000 🙏 let's do this! 💪
📣100K 🐐 GOALS","informacion@bestfriends.org","United States"
"Rescue Cat Sanctuary","56800","We’re a small sanctuary based in Lahore, Pakistan, dedicated to rescuing and caring for cats, dogs, kittens, and puppies.
Watch, support, and be part of their journey.","","Pakistan"
"Flip Flops Animal Sanctuary","56400","Flip Flops Animal Sanctuary is a vegan operated 501 (c)3 certified nonprofit organization. We specialize in helping neglected or abused farm animals live their best life on sanctuary. We currently care for approximately 70 rescued animals on our small sanctuary in Southern Maryland.","","United States"
"FOFRescueCenter","54200","Friends of Felines Rescue Center - FFRC is a cage-free, no-kill rescue center for cats located in Defiance, OH. FFRC is run by Megan Fischer and numerous volunteers.","","United States"
"Farm Sanctuary","37600","Farm Sanctuary was founded in 1986 to combat the abuses of factory farming and to encourage a new awareness and understanding about ""farm animals."" At Farm Sanctuary, these animals are our friends, not our food.

Over the years, we have rescued thousands of animals, and educated millions of people about their plight. People are shocked to learn about the intolerable conditions that are commonplace on today's industrialized farms.

Our rescue and education work continues, as we advocate for laws and policies to prevent suffering and promote compassion. We are reaching out to legislators and businesses, and working to bring about institutional reforms.

Please visit www.farmsanctuary.org for more information.","info@farmsanctuary.org; mturner-smith@farmsanctuary.org; shelter@farmsanctuary.org; volunteer@farmsanctuary.org","United States"
"Kabugo Animal Shelter Zigoti","35900","Welcome to Kabugo Sadick's Animal Rescue Channel!

Hi, I’m Kabugo Sadick from Uganda, and I’m passionate about rescuing and caring for dogs and cats in need. Through this channel, I share the inspiring stories of the animals we save and the efforts we make to provide them with love, care, and a second chance at life.

Your support means the world to us! Please subscribe, like, comment, and share our videos to help spread the word. Together, we can make a difference for these amazing animals.

Want to go a step further? Support our shelter by donating or sharing our mission. Every little bit helps!

Thank you for being part of this journey to rescue and protect our furry friends. 

MOBILE WALLET TRANSFER 
Names: Kabugo Sadick
City: Kampala
Country: Uganda 
Receive method: Mobile Money
Mobile money partner: MTN
Phone no: +256790242736

#AnimalRescue #SupportShelterAnimals #rescuedogs #shelterdogs","","Uganda"
"Tenerife Animal Sanctuary","35800","Tenerife Animal Sanctuary - sustainable centre for rescued animals in Tenerife, Canary Island, Spain. 

Previously known as Tenerife Horse Rescue

Registered charity (NGO) created by a couple with a dream to help animals in need. Self funded and run by a big community of volunteers.

Rescuing animals and giving them a voice. Horses, cats, dogs, goats, chickens, tortoises, turkeys, ducks, guinea pigs, pigs and more ... All living happily in our little hand built finca. Created around the basis of recycle, reuse and reduce. 

We invite you to join our sustainable and animal full journey and witness honest and raw videos with so much emotion, chaos, animals, knowledge and honesty.

Subscribe and follow us to help save the lives of hundreds of animals in need. By watching our videos you are helping us fund the sanctuary. 

Join the finca family for the ride!

You can also donate via paypal: donations@tenerifehorserescue or visit our website to help futher www.tenerifeanimalsanctuary.org","","Spain"
"RH Farm Rescue and Stables","34400","Follow along as we save equines in need! We show the journeys of horses rescued from unfavorable circumstances, the retraining process and how we rehabilitate the mind and body. 

RH Farm Rescue is a registered 501 (c)(3) Nonprofit charity dedicated to the rescue, care and rehabilitation of abused, neglected and at-risk horses. We accept surrenders, pull from auction and other avenues of rescue. We work very hard to find them a forever home, and a better future. 

We are always in need of financial help, we care for these horses as long as they need us and our donors support this vital mission. With your donation we can save more horses from slaughter, rehabilitate neglected ponies and help equines in need find the love they deserve. 

To Donate: https://donorbox.org/rhfarmrescue
https://rh-farm.com/donations","",""
"Happy Paws Adoption","33600","Happy Paws Adoption is a channel dedicated to the love, rescue, and happiness of dogs around the world. 🐶❤️

Here you’ll find heartwarming dog rescue stories, adorable puppy moments, funny dog videos, and inspiring adoption journeys that show how amazing our four-legged friends truly are.

Our mission is simple — to spread kindness, encourage dog adoption, and share the joy that dogs bring into our lives. Every rescued dog deserves a second chance, a safe home, and a loving family.

From emotional rescue stories to hilarious dog moments that will make you smile, Happy Paws Adoption celebrates the beautiful bond between humans and dogs.

Whether you love cute puppies, rescue transformations, or funny dog behavior — this channel is for every dog lover.

🎬 Videos on this channel may include storytelling and AI-assisted visuals created for awareness, inspiration, and entertainment.

💛 If you love dogs, rescue stories, and heartwarming animal moments — subscribe and join our community!","","United States"
"Turpentine Creek Wildlife Refuge","29600","Turpentine Creek Wildlife Refuge is striving to see the end of the big cat and bear trade, within our lifetime. Allowing these magnificent animals to enjoy life without fear, abuse, abandonment, or neglect; letting them be the wild animals they were truly meant to be. Through education, advocacy, and quality care for our current rescues, we are making strides in changing the mindset of a nation. As a 501(c)3 nonprofit organization, our mission is to provide lifetime refuge for abused and neglected “Big Cats” with emphasis on tigers, lions, leopards, and cougars. We have created a place that these animals can finally get the care and piece of freedom that they deserve. With your help, we will be able to expand our public educational outreach, education programming, and continue to rescue animals in need.","marketing@tcwr.org","United States"
"The Animal Rescue Center Of California","29600","THE ANIMAL RESCUE CENTER OF CALIFORNIA is a non-profit 501c3 dedicated to rescuing stray and unwanted animals and ensuring they find loving forever homes.","",""
"Zamora Animal Rescue","29300","🐾 600+ Dogs Rescued | Saving Dogs from High-Kill Shelters Every Day. DONATE 👇👇 to Give a Dog a Second Chance ❤️

We are a foster-based, volunteer-run rescue helping abandoned, neglected, and abused dogs.

❤️ Help save lives:
• Adopt
• Foster
• Donate
• Subscribe & share

Every donation matters:
🐶 $5 – Feeds a hungry dog
💉 $10 – Antibiotics & wound care
🚐 $25 – Transport & parasite treatment
🏥 $50 – Emergency vet care
❤️ $100 – Ongoing medical care
🩸 $200 – Advanced treatment
🚑 $300 – Hospitalization
🦴 $400 – Emergency surgery
🐾 $500 – Can completely save a life

We have no corporate sponsors—every rescue depends on your support.

🙏 Thank you for standing with us and giving these dogs the future they deserve.

📍 8464 Beach Blvd, Jacksonville, FL 32216, USA
📧 Donations & Partnerships:
zamoraanimalrescue@gmail.com

📧 General Inquiries:
rescueanimalcare@gmail.com","rescueanimalcare@gmail.com; zamoraanimalrescue@gmail.com","United States"
"Dog Rescue","24500","Welcome to Dog Rescue Channel!

We will upload stories of rescued animals and we hope all videos will be inspirational stories, we always try to help animals from wild, homeless, abandoned, abused or from difficult situations to give them a better life and love.

God bless all rescuers and all those who always save animals from any situation.","","Vietnam"
"ManyPaws Animal Rescue","22500","We are a foster based rescue Located in UT. You can find more info at: manypaws.org
Amazon wishlist for our foster animals:
https://www.amazon.com/hz/wishlist/ls/3B5TV7BBKZKFV?ref_=wl_share","",""
"Easy Horse Care Rescue Centre","22300","Our mission is to rescue and rehabilitate abused, neglected and abandoned horses, ponies and donkeys, while campaigning for the better treatment of animals across Spain. We are a no-kill foundation and provide each rescued animal with a safe and loving sanctuary – either here at our centre or via rehoming – for the rest of their lives.","","Spain"
"P’Nuts Freedom Farm Animal Sanctuary INC","20400","P'nuts Freedom Farm Animal Sanctuary is a place where hope, healing, and second chances flourish. We rescue animals from situations of neglect, abuse, and abandonment, offering them a safe, loving environment to recover and rebuild their lives. Our dedicated team provides personalized care to help each animal heal physically and emotionally, giving them the opportunity to trust again. Beyond rescue, we are passionate about raising awareness and advocating for a world where all animals are treated with kindness and compassion.

At P’nuts Freedom Farm, every animal’s story is worth telling, and every second chance is a chance to thrive","",""
"OPH Rescue","19300","Operation Paws for Homes is a 501(c)3 nonprofit organization devoted to the rescue, rehabilitation and placement of dogs and cats who have overcome great odds and deserve wonderful, caring forever homes. These dogs and cats are rescued from overcrowded shelters in the southern region of the United States, primarily shelters in South and North Carolina, as well as Virginia. We partner with local shelters as needed. We also rescue a few international dogs partnering with shelters and rescues in India who rescue dogs from dangerous and deplorable conditions. Our organization is volunteer-powered by a dedicated group of animal lovers who have seen the horrors and sad fate of animals who find themselves abandoned and left to fend for themselves in the world.","","United States"
"Arctic Fox Daily Wildlife Rescue, Inc.","17400","I'm Kim, President and Founder of Arctic Fox Daily. At our unique, home-based sanctuary, we provide a forever home to unwanted, neglected, abandoned, or confiscated captive-bred and non-releasable wildlife, specializing in foxes and wolfdogs.

I also volunteer my time raising orphaned and/or injured New York-native wildlife, with the ultimate goal being release back into nature - where they belong.

I rescued wildlife as a licensed individual for over a decade, and then officially founded Arctic Fox Daily Wildlife Rescue, Inc. in 2020, a 501(c)(3) nonprofit organization. We rely fully on contributions from our amazing supporters. The more support we receive, the more animals we can help. Follow @arcticfoxdaily on our other platforms, and visit www.arcticfoxdaily.org to learn more or to see the different ways you can show support.

I'm making my childhood dreams of rescue come true, while raising two babies of my own, Ella and Clay. Thanks for tagging along on our rescue journey!","","United States"
