"频道名称","粉丝数","简介","邮箱","国家"
"Peekaboo Kidz","7800000","Dive into a world of curiosity and discovery with Peekaboo Kidz! Our channel offers engaging and educational content designed to spark young minds. Join our beloved character, Dr. Binocs, as he explores fascinating topics in science, nature, and the world around us. From understanding natural resources to the importance of measurements, our videos make complex concepts accessible and entertaining for children.

With vibrant animations and clear explanations, Peekaboo Kidz is a trusted resource for parents and educators seeking quality educational content. Subscribe now and embark on a fun-filled learning journey!

For brand collaborations and inquiries, reach out to us at: mail@rajshri.com","mail@rajshri.com","India"
"CBS News","7090000","CBS News is a trusted source for the latest in politics, U.S. and world news. The network is home to award-winning broadcasts CBS Mornings, CBS Evening News, 60 Minutes, CBS Sunday Morning, 48 Hours and Face the Nation.

CBS News 24/7 is the premier anchored streaming news service from CBS News and Stations that is available free to everyone with access to the internet and is the destination for breaking news, live events, original reporting and storytelling, and programs from CBS News and Stations' top anchors and correspondents working locally, nationally and around the globe. It is available on more than 30 platforms across mobile, desktop and connected TVs for free, as well as CBSNews.com and Paramount+ and live in 91 countries.

Subscribe to our YouTube channel for breaking news, live events and in-depth reporting from CBS News.

For licensing inquiries, contact: licensing@veritone.com","licensing@veritone.com","United States"
"Simon's Cat","6590000","Simon's Cat is an animated series featuring the mischievous and often hilarious antics of a fat white cat and his owner, Simon, stories that any pet owner can relate to!

The channel includes: Simon's Cat Shorts - Funny animations that observe life as a cat owner.

Check out Simon's Cat Extra here - https://www.youtube.com/user/simonscatextra","igg@simonscat.com","United Kingdom"
"Meekah - Educational Videos for Kids","6130000","Explore the wondrous world with Blippi and Meekah. There are so many exciting things to see and learn. Feed your kids’ curiosity while they learn about vehicles, animals, the natural world and so much more. Blippi and Meekah help aid children‘s understanding of the world and encourage vocabulary development. Join the adventures as Blippi and Meekah visit exciting places such as children’s museums and the zoo! They love singing, dancing, playing and exploring. Their contagious curiosity engages young viewers in learning adventures that help them grow and develop.

Blippi Website  ►	https://www.blippi.com/
Music ►https://blippi.lnk.to/BlippiCompleteCollectionYT
Instagram ►	instagram.com/blippi
Facebook ►	facebook.com/Blippi
TikTok ►tiktok.com/@blippi
Moonbug ►	moonbug.com/about","","United States"
"TmarTn2","5670000","Let's hang out and play video games 😁

Business inquiries: tmartn.bizdev@gmail.com","tmartn.bizdev@gmail.com","United States"
"LiveNOW from FOX","5620000","Subscribe to LiveNOW from FOX! https://bit.ly/3HvzKqP
Where to watch LiveNOW from FOX: https://www.livenowfox.com/ 
Follow us @livenowfox on Twitter: https://twitter.com/livenowfox

Raw & unfiltered. Watch a non-stop stream of breaking news, live events and stories across the nation. Limited commentary. No opinion. Experience LiveNOW from FOX.","","United States"
"Super Simple Play with Caitie!","5210000","Preschool songs and activities with Super Simple’s star singer and musician, Ms Caitie! 
Caitie helps her classroom friends around the world achieve milestones and preschool skills through song, dance, and play! 
From the creators of Super Simple Songs, Ms Caitie provides interactive screen time that keeps kids moving, learning, and gaining skills from ABCs, 123s, to social emotional development, to simple speech and motor skills.

 The Ms Caitie Promise: ALL of Ms Caitie’s content is produced with love and care and offers a unique, gentle pace for young learners. Rest assured, children will have the time they need to grow and develop skills that will serve them into their bright future.","","Canada"
"CashBlox","5180000","Cash's Roblox Channel","","United States"
"Simple History","5110000","Welcome to the Official Simple History Channel. Simple History® visualizes the past, bringing history to life through animation. 

Witness how people lived throughout history: their culture, developments in technology, epic battles and events.

Explore what it was like to be in the trenches of the First World War, a plundering pirate in the Caribbean or a factory worker in the Industrial Revolution! 
Created by Daniel Turner (B.A. (Hons) in History, University College London) 

Have a business proposition such as a sponsorship proposal? get in touch by email below!
For business enquiries: sponsorsimplehistory@gmail.com
Fan mail/art: simplehistorycommunity@gmail.com
Discord server: 
https://discord.gg/JZsPQXHeYC

Simple History started in September 2013 with its first book title 'Simple History: WWI'. 

Copyright: DO NOT reupload our content on Youtube or other social media without expressed permission.","sponsorsimplehistory@gmail.com; simplehistorycommunity@gmail.com","United States"
"TODAY","5100000","TODAY is your destination for the latest news and entertainment, exclusive interviews, podcasts, original video series, and expert advice on wellness, parenting, food, and more. Your day starts here.","",""
"SpyCakes","4900000","Hey, how's it going Spy here! Join me as I adventure through games like Wobbly Life, Garry's Mod, Minecraft and much more. 

Stay Sweet!","","Canada"
"Sakshi TV","4760000","Sakshi TV - Around-the-clock Telugu news station, bringing you the first account of all the latest news online from around the world including breaking news, exclusive interviews, live reports, sports update, weather reports, business trends, entertainment news and stock market news.","","India"
"CBC News","4750000","As Canada's national public news and information service, the CBC is committed to a set of values that include accuracy, fairness, balance, impartiality and integrity.
Since the 1930s, CBC News services have kept Canadians at home and abroad informed about their communities, their country and the world. CBC/Radio-Canada is the country’s largest news organization, employing several hundred journalists in Canada and around the globe. Our stories appear on CBC Television, CBC Radio, the CBC News Network, CBCNews.ca and other digital platforms.","abby.hughes@cbc.ca","Canada"
"Associated Press","4660000","Since 1846, The Associated Press has done more than any organization in the world to expand the reach of factual reporting.

For the latest in-depth coverage on today's breaking news including top stories, international, politics, lifestyle, business, entertainment and more visit apnews.com.

For nearly 180 years, the Associated Press has provided trusted, independent journalism to more than half the world's population daily. Support free, unbiased reporting by donating today ► https://bit.ly/4j5Jc6d  

For licensable media please visit our archive at Newsroom.ap.org.","","United States"
"HeavyDSparks","4660000","Do you wanna see the real side and personal lives of Heavy D and Diesel Dave  from Diesel Brothers and experience some of the wildest vehicles, stunts, and pranks the world has ever seen?...if your answer is no, go follow Dr Phil, if your answer is yes....hit that SUBSCRIBE button now!","majestylcranch@gmail.com; info@heavydsparks.com","United States"
"Toddler Fun Learning","4590000","Welcome to the ultimate destination for fun and educational videos for babies, toddlers, and children 🎉📚! Sing along to our delightful kids' songs 🎶, or watch and learn with our engaging learning videos for toddlers. Together, we can learn to count 🔢, master our ABCs 🔤, and so much more.

🚚🎨 Gecko's Garage is a vibrant edutainment series designed for children aged 2 to 5. Subscribe now for a playful and educational playlist that sparks curiosity and fuels the love of learning in your little ones. Let the learning adventures begin! 🌈🔧 #GeckosGarage #EducationalFun #PreschoolLearning

Check out the best Gecko's Garage songs: https://GeckosGarage.lnk.to/CompleteCollectionYT!About","","United Kingdom"
"Dodo Kids","4270000","Introducing Dodo Kids! A NEW channel on YouTube that’s all about positivity from the most loved animal brand in the world.

Dodo Kids is THE place for kids (preschoolers and up) who love animals and who love to see furry, funny, heartwarming, inspiring, exciting and playful animal stories.


On this channel you will:

Hang out with Roman, a kid who’s rescued SO MANY dogs!

Meet Khula the rhino and his best friend - a goat named Imbuzi!

Sing and dance with Butterfly Guy (a guy who REALLY likes butterflies). 

See REAL baby foxes being rescued. 

Meet kittens, puppies, lambs, goats, cows, dolphins, rhinos, turtles, old dogs, young dogs, baby chicks, birds, monkeys, deer and ALL the other animal stars from The Dodo. 

Come back every week for NEW Dodo Kids videos!","","United States"
"Dr. Brenda Mondragon DC","4250000","Dr. Brenda Mondragon, DC | Chiropractic, massage, stretching & self-care education | Videos for educational & entertainment purposes | No patient services or appointments available.","customerservice@mondragonmerch.com","United States"
"Blippi World","3410000","Welcome to Blippi World !

A place where kids can explore the world with everybody's best friends, Blippi. Learn how does a recycling truck work. What a baker does. What the best playground is. There are so many exciting things to explore and learn. Feed your kids’ curiosity while they learn about vehicles, animals, the natural world and so much more. Blippi helps children‘s understanding of the world and encourages vocabulary development. Blippi loves visiting exciting places such as children’s museums and the zoo! He loves singing, dancing, playing and exploring. His contagious curiosity engages young viewers in learning adventures that help them both grow and develop.

Don't Forget to Subscribe for more Blippi Fun!
https://www.youtube.com/channel/UC1VCt1ecU8In4va9F27ElbQ?sub_confirmation=1

Brand New Blippi Episodes Every Saturday!
https://youtube.com/playlist?list=PLzgk_uTg08P-2LCpM-FK-_Mhb7anv2fBY&si=RrivKCxCqJ8COo3N","","United States"
"CBS Mornings","3320000","Each weekday morning, ""CBS Mornings” brings you the latest breaking news, smart conversation and in-depth feature reporting. Watch ""CBS Mornings"" on weekdays at 7 a.m. ET on CBS and stream it at 8 a.m. ET on the CBS News app.

For licensing inquiries, contact: licensing@veritone.com","licensing@veritone.com",""
"Sakshi TV Live","3250000","Sakshi TV Live - A round-the-clock Telugu news station, bringing you the first account of all the latest news online from around the world including breaking news, exclusive interviews, live reports, sports update, weather reports, business trends, entertainment news and stock market news.

For latest news & updates Subscribe to Sakshi TV LIVE

http://www.youtube.com/SakshiTV
Visit us @ http://www.sakshi.com
Like us on https://www.facebook.com/Sakshinews
Follow us on https://twitter.com/sakshinews","","India"
"Little Fox - Kids Stories and Songs","2940000","Welcome to the Little Fox channel of fun animated stories for kids. From traditional fairy tales that have been loved for many generations to classic stories that are recognized worldwide for their literary value, kids will learn natural and authentic English with our stories. Visit our website, www.littlefox.com, for more stories.","","United States"
"GamingWithGarry","2920000","GamingWithGarry is The Home of Funny Animations & Try Not to Laugh Moments! Welcome to the funniest collection of funny animations, try not to laugh compilations, and funny gaming moments on YouTube! Every day we bring you the funniest among us animations, Bluey animations, and Peppa Pig animations plus Minecraft memes, gaming parodies, and the best laugh out loud gaming fails. If you love watching your favorite characters get into ridiculous, unpredictable situations, you've found your new home!

Subscribe so you never miss a new upload we post fresh content all week long. 

What you'll find here:

😂 Try Not to Laugh challenges
🎮 Among Us & gaming animations
🐕 Bluey animation memes
🐷 Peppa Pig animation memes
⛏️ Minecraft memes & parodies
New videos dropping constantly hit subscribe and join the fun! :tada:","","United States"
"Alaska Violet","2810000","⭐️use star code: ALASKA⭐️

For BUSINESS enquires email:
alaskaviolet@fixated.com

Roblox: Alaskaviolett
Tiktok: Alaskaviolett
Instagram: Alaskaviolett
Roblox Group: ALASKIANS","alaskaviolet@fixated.com",""
"Let’s Get Moving - Kids Activities!","2660000","Welcome to Let’s Get Moving - Kids Activities, where kids get moving! 🕺🏊🤸‍♀️

Move and dance along with some of your favorite characters like Blippi, Baby JJ, Mia, and More! Get stronger and healthier with them on sports adventures, dance parties, and other fun exercise activities. 

Subscribe Below: 
https://www.youtube.com/channel/UC42yByOQxxicqUZhWXX0vzA?sub_confirmation=1

Watch our playlists: 

Kids Songs by CoComelon
https://www.youtube.com/watch?v=PC-IJQjIglk&list=PLT1rvk7Trkw6-eCetnOs60kLGdmcHhyj0

Nursery Rhymes by CoComelon
https://www.youtube.com/watch?v=yPOYVpoxg_8&list=PLT1rvk7Trkw55UcI5ijZ_4QmsKqYSSXEq

Blippi Sink Or Float: https://www.youtube.com/watch?v=astwv4c_iP0

Blippi Makes Healthy Fruit Popsicles: https://www.youtube.com/watch?v=CxKN-Aab3U0

And Let's Get Moving! 🚵⛹️🏂","",""
"Jackson Galaxy","2600000","AKA The Cat Daddy AKA the person who knows and loves all cats - including yours!

Once upon a time, I  was a working musician who took a job in a shelter, developed something I call  Cat Mojo, and I’ve spent the past 30 years preaching it everywhere - in houses like yours, in classrooms, on stages around the world, on TV, in the middle of the street - and right here. 
OH - and books! I also write books!  ""Total Cat Mojo,” Cat Daddy,” and the New York Times Bestsellers ""Catification"" and “Catify to Satisfy.”
I also make cat products, because, well, your cats need better stuff! 

#bonding  #cat #adoptdontshop #catbehavior","support@jacksongalaxy.com","United States"
"Penguin Gaming","2530000","hello guys, 
my name is Lin. I am a big fan of video games, and i like strategy games and some tricky games and league of legend.
 
hope you enjoy your stay, sry i am embarrass of speaking English in public cause my accent.. and feel free to ask any questions and subscribe me  : ) .","","United States"
"Crano","2440000","On this channel, you'll find no-commentary gameplay videos, recorded in 4K at 60 fps and presented with the highest possible visual quality. Each recording aims to respect and accurately reflect the experience as intended by the game's creator, without omitting important elements that could affect the narrative or gameplay.

I focus on Roblox games, indie titles, and other immersive experiences, making sure to fully play through each game one or two times before recording in order to deliver a clear, direct, and uninterrupted walkthrough.

In addition, the titles, descriptions, and subtitles of each video are professionally translated into more than 20 languages, allowing players from around the world to enjoy each experience in their own language.

The profile picture and banner for this channel were created by the artist @Nice_Sadness.","","United States"
"CTV News","2400000","CTV News is Canada's most-watched news organization both locally and nationally, and has a network of national, international, and local news operations.","dotcom@bellmedia.ca; news@bellmedia.ca; newschannel@ctv.ca; w5@bellmedia.ca","Canada"
"Allure","2200000","Allure's channel is focused on bringing beauty to life with unparalleled expertise, smart storytelling, and radical inclusivity.


Subscribe to the Allure channel here: http://www.youtube.com/channel/UCb0tMboxhHE8Jx6-nhJmRPw?sub_confirmation=1
Visit the Allure channel for more video: http://www.youtube.com/allure
Visit Allure Videos for more: http://video.allure.com
Visit Allure at http://www.allure.com

CONNECT
Email: video@cnevids.com
Facebook: https://www.facebook.com/Allure
Twitter: https://twitter.com/Allure_magazine
Instagram: http://instagram.com/allure
Pinterest: http://www.pinterest.com/alluremagazine/","video@cnevids.com","United States"
