"频道名称","粉丝数","简介","邮箱","国家"
"OMT Training","592000","Elevating Manual Therapy Globally: Where Expertise Meets Excellence in Osteopathic and Chiropractic Techniques

Welcome to OMT Training, the global leader in manual therapy education. Based in the UK, we're dedicated to setting industry standards and delivering outstanding training in Osteopathic and Chiropractic Techniques. 

Our team, composed of published authors and researchers, ensures a wealth of knowledge in our offerings, including Face-to-Face Events and Online Education. Whether you prefer hands-on experiences or the flexibility of online courses, we cater to your unique learning needs. 

Join our community, embark on your journey to excellence, and connect with us at 🌐 www.omttraining.co.uk for in-person events and 🌐  https://online.omttraining.co.uk for online education.

Subscribe now to join our thriving community dedicated to mastering the art of manual therapy! 
#OMTTraining #ManualTherapy #Osteopathy #Chiropractic #Musculoskeletal #SpineHealth #Accupuncture","bookings@omttraining.co.uk","United Kingdom"
"UCLA Health","582000","For more than half a century, UCLA Health System has provided the best in healthcare and the latest in medical technology to the people of Los Angeles and throughout the world. 

Comprised of Ronald Reagan UCLA Medical Center, UCLA Medical Center, Santa Monica, Resnick Neuropsychiatric Hospital at UCLA, UCLA Mattel Children's Hospital, and the UCLA Medical Group with its wide-reaching system of primary-care and specialty-care offices throughout the region, UCLA Health System is among the most comprehensive and advanced healthcare systems in the world. Visit us at www.uclahealth.org","AVahradyan@mednet.ucla.edu; DHeady@mednet.ucla.edu; Gmccartney@mednet.ucla.edu; APrisco@mednet.ucla.edu; PHampton@mednet.ucla.edu; RamiJandali@mednet.ucla.edu; Rpcruz@mednet.ucla.edu; UCLAHealthNews@mednet.ucla.edu; WHouston@mednet.ucla.edu","United States"
"WKYC Channel 3","569000","WKYC (Cleveland) is your source for breaking news, Northeast Ohio weather, traffic, and live coverage in Cleveland and across the region. Get the latest updates from the WKYC team — from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Cleveland, Akron, Canton, and surrounding communities.

Subscribe for:
• Cleveland breaking news + live updates
• Northeast Ohio weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the region
• Major events, sports, and local explainers

WKYC — Cleveland news and weather, live and on demand.

🔗 More: https://www.wkyc.com/","TEGNA@nimia.com","United States"
"News4JAX The Local Station","541000","News4JAX, WJXT4, The Local Station, News4JAX.com—the most trusted source for local news in Northeast Florida and Southeast Georgia. The Weather Authority keeps you safe with accurate forecasting for your neighborhood. The News4JAX Sports team tells stories of local athletes and the best analysis of your favorite teams. Anchors and reporters you trust, telling the story of the local community, everything WJXT does is with our community in mind. That’s why WJXT has been the market leader for more than 65 years.","abooth@wjxt.com; afrench@wjxt.com; ahatcher@wjxt.com; ar@grahammedia.com; aschiller@wjxt.com; asnody@wjxt.com; bbrownlee@wjxt.com; bhamilto@wjxt.com; captioning@wjxt.com; choltzman@wjxt.com; cwill@wjxt.com; cyauger@wjxt.com; dfox@wjxt.com; digitalteam@wjxt.com; engineer@wjxt.com; jasebes@wjxt.com; jbarney@wjxt.com; jharris@wjxt.com; jpurdy@wjxt.com; jstcyr@wjxt.com; jwaugh@wjxt.com; kashley@wjxt.com; kgarner@wjxt.com; kjustice@wjxt.com; mlawson@wjxt.com; mmccormick@wjxt.com; newstips@news4jax.com; newstips@wjxt.com; producer@wjxt.com; programming@wjxt.com; promotion@wjxt.com; rnunn@wjxt.com; sales@wjxt.com; sjohnson@wjxt.com; sports@wjxt.com; sspanos@wjxt.com; svitello@wjxt.com; tminor@wjxt.com; tsalameh@wjxt.com; weather@wjxt.com","United States"
"CBS 8 San Diego","535000","News 8 and CBS8.com is the local source for San Diego breaking news and top story headlines. Get the latest local San Diego TV news, sports, weather & traffic - KFMB Channel 8, San Diego, California.","TEGNA@nimia.com","United States"
"Home Revise","519000","Begin your learning adventure with Home Revise, the ultimate audio-visual learning platform for CBSE, ICSE and Maharashtra State Board students. 

Home Revise offers curriculum-mapped animated content for classes 1–12, developed by subject experts to make your learning fun, easy and memorable. 

At Home Revise, our commitment lies in making education accessible through simplified learning methods to deliver exceptional learning experiences.

To learn more, visit our website: https://www.homerevise.co.in/ or Call us on +91-8080 972 972

Download Home Revise Learning App for 5 days FREE Trial
App Link: https://homerevise.co.in/studyapp/  

Subscribe: https://www.youtube.com/user/homerevise1
Facebook: https://www.facebook.com/homerevise21
Instagram: https://www.instagram.com/_homerevise_
LinkedIn: https://www.linkedin.com/company/home-revise-education-pvt.ltd","customercare@homerevise.co.in; info@homerevise.co.in; sales@homerevise.co.in; support@homerevise.co.in","India"
"ABC10","493000","News for Northern California - including weather, traffic, sports and Originals content. The YouTube home of ABC10 in Sacramento!","TEGNA@nimia.com; desk@abc10.com","United States"
"Atlanta News First","484000","Welcome to Atlanta News First home on YouTube. Here you'll see our latest videos from the newscasts, specials, and more. Subscribe to get the latest trending videos! #Atlanta #Atlantanews","Wes.Tomlin@wanf.com; BetterCallHarry@wanf.com; WANF-BetterCallHarry@graymedia.com; Adam.Saylor@wanf.com; Brian.Kanziger@wanf.com; Catherine.Costigan@wanf.com; Dave.Myer@wanf.com; Erik.Schrader@wanf.com; kim.saxon@wanf.com; Mike.Jones@gray.tv; news@wanf.com; programming@wanf.com; Tiana.Fernandez@wanf.com","United States"
"12 News","476000","12News KPNX (Phoenix) is your source for breaking news, weather, traffic and live coverage in Phoenix and across the Valley. Get the latest updates from the 12News team—from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Phoenix, Scottsdale, Tempe, Mesa, and surrounding communities.

Subscribe for:
• Phoenix breaking news + live updates
• Arizona weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the Valley
• Major events, sports, and local explainers

KPNX—Phoenix news and weather, live and on demand.

🔗 More: https://www.12news.com","TEGNA@nimia.com","United States"
"CBS Philadelphia","423000","We serve more than the city of Philadelphia, and we deliver a lot more than news. Fiercely committed to the communities we serve, we’re covering and discovering the stories that impact your life.

From Center City and the Philly suburbs to Delaware and South Jersey, we're uncovering the heart behind the headline and investing in the communities we call home.

Subscribe on YouTube: http://www.youtube.com/CBSPHILLY
Check out our content: https://newsin.bio/cbsphiladelphia
Follow us on X: @CBSPhiladelphia
Like us on Facebook: https://www.facebook.com/cbsphiladelphia/
Follow us on TikTok: @CBSPhiladelphia 
Follow us on Instagram: @CBSPhiladelphia","cbs3viewermail@cbs3.com; stahl@kyw.com; bailey@cbs.com; newsdesk@cbs3.com; salesinfo@cbsphilly.com","United States"
"Huyana Beauty","408000","Pro beauty therapist creating immersive beauty treatments designed to relax, educate and inspire.","Info@huyanabeauty.com","United Kingdom"
"FOX 13 Seattle","401000","Seattle & western Washington news, weather, traffic, politics & sports from  FOX 13 Seattle (KCPQ).","FOX13AskUs@fox.com; FOX13Public@fox.com; ArchiveSales@foxnews.com; fox13tips@fox.com","United States"
"wocomoDOCS","392000","Documentaries about politics, society and science produced by leading studios around the world. Our goal is to be a reliable source of high-quality information and investigative journalism for a better understanding of relationships, backgrounds and future developments. 

Wocomo DOCS is part of the Wocomo channel network by NIKITA VENTURES. Wocomo - wonderful content in motion.","info@nikita-ventures.com","Germany"
"KCRA 3","388000","KCRA 3 is Where the News Comes First in Northern California. Look to KCRA 3 for the latest breaking news, daily headlines, California weather, political coverage and more.  KCRA 3's viewing area includes the communities of Sacramento, Stockton and Modesto as well as the surrounding communities.","KGong@hearst.com.questions; Ashley.Zavala@hearst.com; fccinfo@fcc.gov; kcracaptioning@hearst.com; KGong@hearst.com","United States"
"KTVU FOX 2 San Francisco","384000","Local and breaking news reports from around the Bay Area, brought to you by KTVU FOX 2, serving San Francisco, Oakland, San Jose and the entire Bay Area.","ernesto.perez@fox.com; ktvustationcomments@fox.com; ktvustationcomments@foxtv.com; ktvunewscomments@fox.com; KTVU_signalproblems@fox.com; ktvuphotos@fox.com; ktvuwebproducers@fox.com; newstips@fox.com; Newstips@foxtv.com","United States"
"CBS Boston","373000","Welcome to the official WBZ News / CBS Boston Channel!   All the local news and information you need from the team at WBZ-TV News and WBZ.com. 

Subscribe on YouTube:  http://www.youtube.com/CBSBoston
Facebook:    https://www.facebook.com/CBSBoston
Instagram: https://www.instagram.com/wbztv/
X:   @wbz","ClosedCaption@cbsboston.com; iteam@cbsboston.com; newstips@wbztv.com; questioneverything@cbsboston.com; wbzcallforaction@cbs.com","United States"
"Robert Cabral","350000","DOG LOVERS...  This is the page for you!

Whether you are a casual dog lover, a seasoned trainer or somewhere in between, my YouTube channel has something for you! This is the best place to find my newest dog training videos, podcasts and more.    

I’ve worked with, trained and evaluated 1000's of dogs.  I have titled and trained obedience & protection dogs as well as pet dogs through my private dog training practice.

Through Bound Angels I instruct animal shelters, SPCA's and humane societies nationwide on canine behavior theory, behavior assessment, dog playgroups and more.   This instruction and knowledge of canine behavior and my rehabilitation techniques have saved countless thousands of dogs from shelters nationwide often giving them their only chance at adoption. 

I want you to have a happy and balanced relationship with your dog.   Let me help you!

My videos are  for all dogs, breeds;  puppies and adults.  

New content constantly added!","info@robertcabral.com","United States"
"PostureFlow","341000","Download our Posture App: PostureFlow.app (in App store now)","Support@postureflow.app","United States"
"Idaho Horseshoeing School","332000","Work of Journeyman Farrier Riley Mickelsen  
Americas #1 Horse Hoof Care Channel.","idahohorseshoes@gmail.com","United States"
"Cats","274000","Since 2016, Cats.com has been on a mission to give caring humans the knowledge they need to give their furkids happier, healthier lives. We believe every cat deserves outstanding products and the best care—and that simple, honest information will get you there. Join the community for free courses, helpful tools and interesting forums.","media@cats.com","United States"
"Goa 365 TV","261000","","goa365tv@gmail.com","India"
"Nemours KidsHealth","260000","Welcome to the Nemours KidsHealth® (KidsHealth.org) YouTube Channel. Nemours Children's Health is committed to transforming the health of all kids. We aim to give families the tools and confidence to make the best health choices. On our channel you'll find doctor-reviewed videos on hundreds of physical, emotional, and behavioral topics. We hope you find stories and advice that inspires you and helps you to stay healthy and happy. Please share our content with your friends and family.

KidsHealth® was founded in 1995 and continues to be the most-viewed site for children's health information written for the whole family — parents, kids, and teens. KidsHealth content is created by the experts at Nemours Children’s, including more than 300 Nemours clinicians who serve as medical reviewers. For more information, visit KidsHealth.org.","media@nemours.org; Partnership@kidshealth.org","United States"
"KOCO 5 News","222000","Oklahoma City breaking news and weather from KOCO 5 and KOCO.com","bhensley@hearst.com; KOCO_Management@hearst.com; dwevans@hearst.com; jdhicks@hearst.com; fccinfo@fcc.gov; jcarlisle@hearst.com; jenniferpayne@hearst.com; kococaptioning@hearst.com; newstips@koco.com; smadams@hearst.com; web@koco.com",""
"Vive Health","197000","Vive Health is a leading online health and medical retailer specializing in products geared towards injury recovery, health & wellness, and caregiving. Our goal is to help you live better, no matter where you're at in life.

Subscribe and make sure those bell notifications are ON 🔔 so you can be one of the first to watch our new videos! This week, we'll have new yoga sessions with personal trainer and yoga, Natalie Williams.
Looking for more workouts? Watch a new one every week on Workout Wednesday with Coach Kim!

Call (239) 266-7940 to speak to a specialist 📞

Visit the link below to get 5% OFF your first order at vivehealth.com 👇
https://vhealth.link/m3a​","service@vivehealth.com","United States"
"Boston University","194000","Boston University videos capturing student life, research, campus community and alumni. BU is home to 34,000+ students, 10,000+ faculty and staff members, and one tiny Boston terrier.
 
BU is an international, private research university, committed to educating students to be reflective, resourceful individuals ready to live, adapt, and lead in an interconnected world. We welcome comments on our videos. Just a few guidelines to help us identify and minimize spam:

By all means, share your participation in community events, but please don't use the page to ask for money, even if it's on behalf of a worthy cause. By the same token, it's fine to share if you're running for public office, just don't use the page to campaign. We welcome constructive criticism of BU and its efforts. Please do not, however, use abusive, antagonizing, inappropriate language or spread misinformation. Page administrators reserve the right to remove any content or user that violates these guidelines.","titleix@bu.edu","United States"
"Pathways","189000","Pathways.org is a 501(c)(3) not-for-profit organization that has been providing FREE child development information to empower parents and health professionals since 1985. https://pathways.org/ 

First, check out our milestone videos to make sure your child is on track with their development. Then, watch our Parents' Guide video series and videos on Tummy Time, motor skills, sensory integration, and more for tips to help encourage your child's development.","friends@pathways.org","United States"
"Careers360","179000","Careers360- The Education Hub: A data enabled and technology driven education products and Services Company, Careers360 seamlessly integrates millions of student and institutional data points with user generated preferences of its 6 million plus monthly visitors to build sophisticated prediction and recommendation products to enable students explore and achieve career plans based on their interests and abilities.

From exam preparation to college recommendation, we have 250+ products used by a million students, cover 9000+ colleges and 200+ courses, driven by a 200+ member young team.

We are a hub of activity on everything to do with education. Our products, content, forums, experts and events help students, parents, policy makers, educationists and academics take informed decisions. We are driven by data, tools & products. We predict and recommend. We will enable the best decision for every student, every time. 
We are Careers360 – The Education Hub.","OUT@nielit.gov.in","India"
"Brute Strength","161000","","info@brutestrengthtraining.com","United States"
"The Birch Family","157000","Hey friends 👋 Welcome to our little corner of the internet!

I'm Victoria, mama to sweet Aubrey and big sister to Alexandra, who has Williams Syndrome. Together, we share the everyday adventures that make life interesting, from home renovations and exotic pets to thrifting treasures, cozy meals, family memories, and everything in between. Around here, you'll find a little bit of chaos, a lot of laughter, and plenty of real-life moments.

Our goal is simple: bring a little light to your day, make you smile, and remind you that life's too short to be boring.

We're so happy you're here.
Stay weird ✌🏼

✔ WRITE TO US
The Birch Family
P.O. Box 386
Ruston, LA 71273","birchfamilyllc@gmail.com","United States"
"WQAD News 8","134000","WQAD (Quad Cities) is your source for breaking news, weather, traffic, and live coverage in the Quad Cities and surrounding communities. Get the latest updates from the WQAD team — from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Davenport, Rock Island, Moline, Bettendorf, and nearby areas.

Subscribe for:
• Quad Cities breaking news + live updates
• Weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the region
• Major events, sports, and local explainers

WQAD — Quad Cities news and weather, live and on demand.

🔗 More: https://www.wqad.com","TEGNA@nimia.com; orders@universal-info.com","United States"
"Dr. David Geier","133000","I'm Dr. David Geier — triple-board certified orthopedic surgeon, sports medicine specialist, and anti-aging & regenerative medicine expert.

I want to help you recover from injuries and get back to the active life you love, regardless of age. My approach focuses on healing without surgery whenever possible — because it's not just about the injury. It's about getting you back to your sport, your workouts, and the people you love.

I'm the author of the Active Life Orthopedics Guides — practical books on recovering from the most common orthopedic injuries and conditions, written for athletes and active people like you. New titles throughout 2026.
📚 Get the books: https://www.amazon.com/dp/B0GF8ZQZTX","jennifer@drdavidgeier.com","United States"
"TED-Ed Student Talks","127000","TED's youth and education initiative, TED-Ed, aims to spark and celebrate student ideas around the world. The TED-Ed Student Talks Program supports students in discovering, exploring and presenting their big ideas. Members meet regularly to discuss, develop and craft presentations in the form of short TED-style talks. 

Within the curated TED-Ed Student Talks YouTube channel, you will see inspiring youth Talks and TED-Ed Student resources. To learn more about TED-Ed's Student Talk Program or to join, visit https://ed.ted.com/student_talks","tededstudents@ted.com",""
"Charter College","126000","Charter College offers career-focused education in business, healthcare, information technology, veterinary assist and some trades. Not all programs available at each location. 

Financial aid is available to those who qualify.

For accreditation information as well as more information about our graduation rates, the median debt of students who completed the program, and other important information, please visit our website at CharterCollege.edu","contact@chartercollege.edu; info@abhes.org",""
"Rachel Richards Massage","118000","Welcome to my channel! I am excited to help you ease pain, relieve anxiety, and move freely. Here, you will find self-massages, relaxation exercises, and many other tools that will empower you to improve your health and feel your best.

Please subscribe, hit the notifications bell, and join my membership for perks. Leave me a comment letting me know which videos helped you most, and what else you would like to see on my channel.

I am a New York State Licensed and Board Certified massage therapist, with a private practice in Manhattan. I am also the author of Amazon best-sellers, Hungry for Life and Glass Half Broken.

Disclaimer: This content is for educational purposes only and is not medical advice, diagnosis, or treatment. Participation is voluntary and at your own risk. Please consult a qualified healthcare provider before beginning any exercise, stretching, breathing, meditation, or self-massage program. Stop if you experience pain, dizziness, or worsening symptoms.","Massage@rachel-richards.com","United States"
"UC San Diego Health","116000","UC San Diego Health is ranked the No. 1 hospital system in San Diego. That's just one reason to choose us as your health care provider.

Our Mission is to deliver outstanding patient care through commitment to the community, groundbreaking research and inspired teaching.

Our Vision is to create a healthier world — one life at a time — through new science, new medicine and new cures.

When it comes to your health care, quality matters. So when U.S. News & World Report ranked UC San Diego Health as among the nation's best in nine medical and surgical specialties — more than any hospital system in San Diego — we were thrilled for our patients. These distinctions proudly reflect the dedication of our physician, nursing and research staff. Our renowned physicians and scientists have made contributions in numerous fields, including minimally invasive surgeries, personalized cancer therapy, cardiovascular treatment, and transplantation.","arpierce@health.ucsd.edu; jbvazquez@health.ucsd.edu; kcoutts@health.ucsd.edu; ljaquinde@health.ucsd.edu; mmbrubaker@health.ucsd.edu; news-media@health.ucsd.edu","United States"
"Soul Flow Vibe ASMR","106000","I’m serving women by holding a space for them, nurturing their tired soul and releasing the insane tension in the body

YT / IG / Tiktok:  soul_flowvibe

massage, touch therapy, ASMR","info@soulflowvibe.com","United States"
"Welcare Overseas Education","104000","WOE PROFILE:

“WELCARE OVERSEAS EDUCATION – BEST CONSULTANT FOR STUDY & WORK  ABROAD - Since 2008”

Study MBBS in Abroad- Germany, Italy, Ukraine, Georgia, Armenia, Kazakhstan, Russia
Study Free Bachelor's & Master's- Engineering, Management, Hospitality and Arts in Germany & Italy
Study Free Medical PG or Dentistry in Germany
Study Free Nursing or Nurse Job career in Germany
Paid Internship for Agriculture fields in Denmark, Norway, Sweden 

Best Regards,
Dr. Naresh H Bhati- Career Coach
MD - Welcare Overseas Education
Dean- Welcare College of Education
Vice President- International Medical School
Vice President- Samara State Medical University(Student Europe Exchange)
Member - Indo German Chambers of Commerce 
Admission Director - Naiminath Ayurvedic and Homeopathic Medical College
Joint Secretory - Karnataka Arms Sport Association
Associate Head - Sneha Sedu News Media, Karnataka","welcaredu@gmail.com","India"
"EF Pro Cycling","98000","We’re pro athletes, cultural enthusiasts, and world travelers with a hunger for adventure. We’re in search of new perspectives, on our bikes and off. We are EF Pro Cycling, a different kind of pro cycling team.","marketing.procycling@ef.com; press.procycling@ef.com; team.procycling@ef.com","United States"
"Houston ISD","95600","Houston ISD news, updates, and stories---right from the source. New content daily in English and Spanish.","businesspartnerships@houstonisd.org; RiskManagement@houstonisd.org; FacilityServices@houstonisd.org; HISDTalentAcquisition@houstonisd.org; PressOffice@houstonisd.org; SchoolChoice@houstonisd.org; spedsupportingparents@houstonisd.org; CourseRequest@houstonisd.org; Enroll@houstonisd.org; Ethics@houstonisd.org; ParentAssistance@houstonisd.org; pdconcerns@houstonisd.org; publicInformation@houstonisd.org","United States"
"Cornell University","93900","Cornell is a private, Ivy League university and the land-grant university for New York State. Cornell's mission is to discover, preserve, and disseminate knowledge; produce creative work; and promote a culture of broad inquiry throughout and beyond the Cornell community. Cornell also aims, through public service, to enhance the lives and livelihoods of our students, the people of New York, and others around the world.","info@cornell.edu; ur-accessibility@cornell.edu","United States"
"United Hope for Animals","91800","United Hope for Animals works to reduce companion animal homelessness through our Shelter Support Program at the LA County Baldwin Park Animal Care Center. Twice monthly Glamour Shots and videos for homeless pets are back!

If you are interested adopting a pet featured on this channel, please contact the Adoption Coordinator listed in the video description or visit the Baldwin Park Animal Care Center at 4275 Elton Ave., Baldwin Park, CA 91706. This is an LA County Shelter, and the status of pets updates daily. 

United Hope for Animals is an all-volunteer 501(c)(3) charitable organization. To volunteer, donate, or learn more, please visit unitedhopeforanimals.org.","0224maryr@gmail.com","United States"
"Chiropractic Treatment","84700","🌀 CPT PAKISTAN – Chiropractic Care & Pain Treatment Without Surgery

Welcome to CPT PAKISTAN, the official YouTube channel of Dr. Aamir Shahzad (CPT) — Pakistan’s trusted name in Chiropractic Care, Spine Treatment, and Pain Relief Without Surgery.
Our goal is to help you live pain-free, move better, and restore your health naturally through chiropractic adjustments, spine alignment, posture correction, and rehabilitation therapy.

🔍 What You’ll Find on CPT PAKISTAN

🏥 About Dr. Aamir Shahzad (CPT)

Dr. Aamir Shahzad, founder of CPT Clinic (Chiropractic Pain Treatment) in Rawalpindi / Islamabad, is a Certified Chiropractor and one of Pakistan’s leading spinal health specialists.
He has successfully treated thousands of patients suffering from:

Sciatica and Lower Back Pain

Disc Bulge and Herniated Disc (L4-L5 / L5-S1)

Neck Pain, Shoulder Pain, and Headaches

Postural Imbalances and Muscle Tightness

Sports and Work-Related Injuries

🔔 Join Our YouTube 

Subscribe to @CPTPAKISTAN","support@chiropractorcpt.com","Pakistan"
"WBRC 6 News","83000","WBRC 6 News is a Gray Media television station in Birmingham, Alabama. We're On Your Side with timely reporting on local and breaking news including crime, public safety, and community events. We are your source for First Alert Weather and traffic.","PUBLICFILE@wbrc.com","United States"
"Synergy Wellness Chiropractic & Physical Therapy PLLC","76400","This is the home channel of Synergy Wellness Chiropractic and Physical Therapy located in New York City. Offering Chiropractic and Physical Therapy services, as well as cold laser therapy, spinal decompression, physical therapy,  chiropractic, mental health, and primary care.

TO PURCHASE A REFLUX SHIELD, GO TO: www.RefluxShield.com
(The ONLY Non-pharmaceutical, Non-surgical solution for acid reflux and GERD) 
REFLUXSHIELD.COM

For A Deeper Dive into Hiatal Hernias and Costochondritis
Join Our YouTube Membership here: 
https://www.youtube.com/playlist?list=UUMOoH3rMjtR45bTyW8OVFZCgQ 

Synergy Wellness Chiropractic & Physical Therapy PLLC.
237 1st Avenue, 5th Fl.
New York, NY 10003
www.Synergywellnessny.com

We want to hear about your experience
 ***REVIEW US ON GOOGLE HERE:***
https://g.page/r/CX3qS6p7bjwPEAI/review

Follow Us:
Facebook: https://www.facebook.com/SynergyWellnessNY/
Instagram: https://www.instagram.com/synergywellnessnyc/
Twitter: https://twitter.com/synergyny","support@refluxshield.com","United States"
"Hertfordshire Zoo","76200","Hertfordshire Zoo (www.hertfordshirezoo.com) is a registered conservation and education charity that supports projects around the world. We have a very knowledgeable and passionate team to care for our animals and raise funds to support wildlife conservation projects both in the UK and around the globe. Our sister site is The Big Cat Sanctuary based in Smarden, Kent.","info@hertfordshirezoo.com","United Kingdom"
"Somananda Tantra School","72700","Welcome to the Somananda Tantra School YouTube channel!

Our founders – Somananda himself & Liisa Maimon – and the rest of Somananda’s experienced tantra teachers and tantra practitioners, have created this channel just for YOU; so whatever stage you’re at on your tantra yoga journey, we’ve got wonderful tantra videos and tantra yoga practice and spirituality playlist series that will delight and inform.

From tantra 101, tantric sex & sexuality and on through tantra massage and tantric meditation we’ve got you covered. The aim of this channel to bring the joy of authentic tantra yoga and tantra practices to the world, so whether it’s Tantra for men or tantra for women you’re looking for, tantra yoga teacher training or the very best tantra retreats at our spectacular Nicaraguan rainforest basecamp – whatever it is you’re seeking we hope you’ll find it here.

Please subscribe, turn on all notifications and comment freely – we love to hear from you!","info@somananda.org","EE"
"OakworksInc","69000","Oakworks, a US company that makes thereputic massage tables, spa tables, and medical imaging tables.","customerservice@oakworks.com; techservice@oakworks.com",""
"Duke Health","58900","As a world-class academic and health care system, Duke Health strives to transform medicine and health locally and globally through innovative scientific research, rapid translation of breakthrough discoveries, educating future clinical and scientific leaders, advocating and practicing evidence-based medicine to improve community health, and leading efforts to eliminate health inequalities.","drhptadv@dm.duke.edu; patientvisitorrelations@dm.duke.edu; complaint@jointcommission.org","United States"
