"频道名称","粉丝数","简介","邮箱","国家"
"Viktor Larkhill","1030000","We rescue critically injured animals who have run out of options.

I’m Viktor Larkhill, founder of Let’s Adopt International. We specialize in Extreme Rescue: complex cases requiring advanced veterinary medicine, surgery, rehabilitation and long-term care.

On this channel, you will see the entire journey, from rescue and diagnosis to recovery at the Great House and, whenever possible, the extraordinary home waiting at the end.

These are real animals, real medical decisions and real second chances. We document the truth because rescue does not end when the camera stops.

Subscribe and become part of the international community making these rescues possible.

For deeper updates and to help us keep saving lives, join Let’s Adopt on Patreon through the link below.
https://www.patreon.com/LetsAdopt","","United States"
"Dog Rescue Shelter, Serbia","881000","Dog Rescue Shelter established in 2007, is one of few Serbia’s largest non-profit, no-kill animal shelters.  We have placed over 300 dogs and cats, since we opened our doors. We are located in Mladenovac city, just one hour south of Belgrade and easily accessible to all of Serbia. Being open 7 days a week makes the adoption of a pet convenient for the general public and enables us to place all homeless dogs and cats who urgently need help.
Life on the streets is very hard and risky. Some of stray dogs have a luck to live a long life because they have people who take care of them, but some dogs are poisoned or trampled by a car and die.
In our shelter 350 adult dogs, 20 puppies and 20 cats currently residing, rescued from the streets. So many dogs from the streets needed help and safe place in the shelter.
We need YOUR continued dedication and financial support. We are not funded locally or federally, we rely solely on private donations to keep our shelter doors open.","","Serbia"
"Goat Daddys","690000","Goat Daddy's is a Grade A Goat Dairy, 501c3 animal sanctuary, and Airbnb located in central South Carolina. Nubian and Nigerian Dwarf goats make up the herd of nearly 60 goats and their high butterfat and eager browsing habits are what give the cheese its phenomenal taste. In addition to being a farm, Goat Daddy’s has worked with local vets, DNR, and rescues over the years and aided in providing a forever home to a plethora of animal species ranging from avian, camelid, equine, and reptiles.","","United States"
"Cats Of San Bernardino","525761","Cats of San Bernardino was started by Jaina and Ivy Spagis when they moved to San Bernardino in 2016
from Los Angeles. They were shocked that San Bernardino did not offer free spay and neuter
services like LA and realized that the feral situation in their new neighborhood was out of
control. They began trapping and spaying/neutering feral cats at their own expense, but soon
realized the problem was too big to tackle on their own.

They have converted their home into an animal sanctuary, providing space for kittens and their
mommas waiting for adoption, rehabilitation areas for recovering injured cats, play areas for
healthy cats. With the help of foster families in the city of San
Bernardino they have as many as 50 cats in their care at one time.Their dream is to one day
have a large property/facility which will help save thousands of more lives. This new property
would have catios, feral enclosures, a medical room, nursery, rehabilitation area, and adoption
center.","","United States"
"Wildlife Aid","503000","We are the Wildlife Aid Foundation, a charity rescuing and rehabilitating wildlife across the UK for more than 40 years.
For over 16 years we were featured on the TV show Wildlife SOS. We now share even more behind-the-scenes moments on YouTube from one of the UK’s largest wildlife rescue centres.

Have you ever wondered how a fox ends up stuck in a gate, or how rescuers retrieve a swan from a 50-foot tree? This channel gives you a closer look at the work involved in rescuing and caring for British wildlife.

Our founder, Simon Cowell, dedicated his life to wildlife rescue and his legacy continues through our team as they respond to wildlife emergencies every day. 

Subscribe to stay up to date with our latest rescues and wildlife care.

Website: http://www.wildlifeaid.org.uk/
Facebook: https://www.facebook.com/WildlifeAid
Twitter: https://twitter.com/wildlifeaid
Patreon: https://www.patreon.com/wildlifeaid","mail@wildlifeaid.org.uk","United Kingdom"
"dev naz Animal Rescue","381000","Hello! I'm Devnaz, an animal lover living in the beautiful district of Karataş in Adana, Turkey. Although I was born in Australia, my roots trace back to Turkey, and I'm dedicated to helping animals here. What started with my pet dog has now extended to street animals as well. On my YouTube channel, my team and I organize animal rescue operations, touching the lives of many creatures, including cats and dogs. Our goal is to share these meaningful stories with you, inspiring more people to help animals. Come on, join us in this amazing adventure and let's work together to create a better world!""

""Merhaba! Ben Devnaz,  YouTube kanalımda, ekibimle birlikte hayvan kurtarma operasyonları düzenliyor, kedi ve köpek başta olmak üzere pek çok canlının hayatına dokunuyoruz. Amacımız, bu anlamlı hikayeleri sizinle paylaşarak daha fazla insanın hayvanlara yardım etmesine ilham vermek. Hadi, gelin bu müthiş maceraya katılın ve birlikte daha iyi bir dünya yaratmaya çalışalım!""","","United States"
"Dog Rescue Home","227000","Dog Rescue Home is dedicated to real abandoned dog rescue stories, emotional rescue dog transformations, and helping every dog find a forever home.

Every video tells a true story. A real dog. A real rescue.
A real second chance at life.

The rescue videos featured on this channel are shared by the people who rescued these abandoned, stray, and neglected dogs. We share their stories to inspire compassion, encourage dog adoption, and advocate for rescuing more dogs in need.

What you will find here:
🐾 Abandoned dog rescue stories
🐾 Rescue dog transformations
🐾 Dog adoption journeys
🐾 Stray and neglected dog rescues
🐾 Loyal dogs finding forever homes

Every rescue story shared here celebrates kindness, hope, and second chances. Together, we can inspire more people to rescue, adopt, and give abandoned dogs the loving homes they deserve.

Subscribe and follow every rescue story from beginning to forever home. New rescue story every week. 🐾","","United States"
"Enoch Wildlife Rescue","195000","Enoch Wildlife Rescue

The Southwest Wildlife Foundation of Utah DBA Enoch Wildlife Rescue & Gowildlife, was founded in 1997 in Cedar City Utah, we are a 501c3 non-profit organization dedicated to wildlife rescue, rehabilitation and education.

Enoch Wildlife Rescue provides approximately 100 educational outreach programs, reaching over 30,000 people annually, and is based in the Cedar City area.

Enoch Wildlife Rescue cares for approximately 100 sick, injured and orphaned native wildlife each year. Restoring these animals to health and returning them to the wild is our primary goal.","","United States"
"International Animal Rescue IAR","185000","At International Animal Rescue we not only save animals from suffering, we also rehabilitate and release them back into the wild and work to protect their precious natural habitats. Our work includes cutting free and caring for captive bears in India and Armenia, rescuing and rehabilitating orangutans and other primates in Indonesia and treating injured and orphaned howler monkeys in Costa Rica. Our aim is to return animals to their natural environment wherever possible, but we also provide a permanent home for those that can no longer fend for themselves.","","United Kingdom"
"Animal Rescue","180000","Hello everyone!
Welcome to the North Clwyd Animal Rescue channel. With the goal of sustainable development and spreading useful values. In addition to inspirational videos about animal love. Our channel will make videos to save and rescue animals that have been injured or abused by raising welfare funds dedicated to helping non-profit animal rescue organizations around the world.
Hopefully they will really bring value to the audience and help you relieve stress after a day of work.
Thank you everyone!
Thank you for your cooperation.
© Copyright belongs to the North Clwyd Animal Rescue channel Do not repost
01/05/2024: 1000 subscribers
01/08/2024: 10000 subscribers
#shorts #story #rescue","","United States"
"Doctor Lindsay Butzer DVM","178900","Hey Guys! My name is Dr. Lindsay Butzer and I am a small animal veterinarian, working at Clint Moore Animal Hospital in Boca Raton Florida! Join me here on my channel for all my Pet Tips, Dog Breed Guides, and Travels on everything from animal rescue to the furry family members that come into my clinic that we all love. Please share your animal experiences in the comments on my videos so other pet owners can read it! I hope to see you here often!","","United States"
"Emiology","142000","I'm Emi I share my life with my rodents and other pets, and you can find fun weekly videos about them here on my channel as well as educational videos about their care! I have a BSc Zoology degree and I'm on a personal mission to make sure rodents get the proper recognition and care that they deserve 💓
I also run a small animal rescue called Critter Haven, and you'll occasionally see videos of that too!

🐭 | INFO | 🐭
My Merch: https://emiology.teemill.com/
My online store: https://bogglebuddies.com/
Become a channel member: https://bit.ly/2Tc8Koy​​​​​​
Follow my rats & Mice on instagram: @bogglebuddies
Follow me on instagram: @emiologyofficial
Follow my cats instagram: @adventuresofhubble 
Follow me on twitter: @Emi_ology
For business enquiries only: emiologyofficial@gmail.com

📦 P.O BOX 📦: 
Emiology
Unit 2 
4 Blenheim Court
Peppercorn Close
Peterborough
PE1 2DU

(Please ensure anything sent is addressed to 'Emiology' otherwise it may get returned)","emiologyofficial@gmail.com","United Kingdom"
"Agelina Animal Rescue And Sanctuary 🐾","111000","Hello brothers and sisters, I'm Agelina Animals RescueAnd Sanctuary.
We are in a very difficult situation. Right now, we are caring for 99 dogs and 36 cats, and we continue rescuing animals from the streets whenever we can. Some of them are sick, and all of them depend on us for food, clean water, medical treatment, and love.
The expenses have become overwhelming. Rent, daily food, and constant vet bills are more than I can manage alone, and I am struggling to keep up.
That is why I am reaching out for help. We are trying to raise $21,000 to give these dogs and cats a chance at life—to keep them fed, treated, and safe.
If you can spare even a small donation, it would mean so much. If you are unable to donate, please consider sharing our GoFundMe with your friends and family. Every share helps.
Together, we can make a difference and give these innocent lives a second chance 🐾","",""
"Dog Haven","104000","Welcome to dog haven, your go-to source for heartwarming and inspiring dog rescue stories! 🐾 Here, we’re dedicated to rescuing abandoned, abused, and neglected dogs, giving them a second chance at life and showing the world the incredible bond between humans and dogs.

Our channel features real-life rescues, rehabilitation journeys, adoption success stories, and tips for dog lovers on how to make a difference in the lives of animals. Whether you're an animal advocate or simply a dog lover, you'll find touching stories, educational content, and behind-the-scenes footage of the incredible transformations of these beautiful animals.

Join us on our mission to spread compassion, save lives, and raise awareness about animal welfare. Every like, share, and subscription helps us continue our work in giving these lovable dogs the happy, safe homes they deserve!

Together, we can make the world a better place for our furry friends.","","United States"
"Scotty's Animals","93600","Scotty's Animals channel is about animal rescue. I am an animal rescue volunteer in Los Angeles. I volunteer at the Los Angeles Guinea Pig Rescue.  My channel aims to help people care for animals. https://www.scottysanimals.com I have been volunteering with different animal rescues in California for a number of years now. Rescues like: The Feral Cat Foundation, Reptile and Amphibian Rescue Network, Wee Companions, Orange County Cavy Haven, Rabbit Rescue Inc, Los Angeles Guinea Pig Rescue, and others.  Caring for animals requires adult supervision. This information is intended for adults. Only adults can make the decision about adopting animals, and taking home new pets.","","United States"
"A Safefurr Place Animal Rescue","92400","A Safefurr Place is a non-profit animal rescue organization in Bakersfield California that also serves the surrounding areas of Kern County.

Our animal rescue channel features the stories of the abandoned, homeless, and neglected dogs and cats we have saved from the streets and rural areas of Kern County. There is nothing more rewarding than seeing these discarded pets transform back into the healthy and happy dogs and cats they once were, and helping them find the loving, forever homes they deserve.

PayPal donations  - http://www.paypal.com (Our account is @asafefurrplace)
Venmo donations - http://www.venmo.com (Our account is @ASP-Rescue)
Cash App donations - https://cash.app/$asafefurrplace","","United States"
"Life With Pigs Farm Animal Sanctuary","73100","Live at 9pm ET nightly.  Life with Pigs Farm Animal Sanctuary provides forever homes to farm animals in need and compassion-filled educational experiences to the public.  We are home to pigs, cows, turkeys, chickens, sheep, a rabbit, a parrot, and three dogs. 

Life with Pigs is dedicated to educating people about the injustices faced by animals and how we can better coexist with our fellow earthlings. We operate under the guiding principle that animals are our equals and deserve equal consideration for their needs and desires.

Please subscribe to our channel for regular videos!","","United States"
"Jacobs Ridge Animal Sanctuary","70000","Jacobs Ridge is a private animal sanctuary in Murcia, Spain offering a forever home to 140+ animals. This includes: horses, pigs, donkeys, goats, sheep, cats and dogs, many of which have been neglected, abused or abandoned. 
We offer all-inclusive volunteer experience breaks, making us not just a sanctuary for animals, but a sanctuary for people too. 

Our mission is to be completely self-sustainable and not rely on hand-outs or donations. However, the pandemic had a massive impact on our funding model and so we have had to turn to other fundraising methods.

We promote a vegan lifestyle because we believe that every being has a right to life and a Life Without Fear.

Donate to our current fundraiser: https://www.gofundme.com/f/jacobs-ridge-infirmary
.","","United Kingdom"
"Dog Rescue TV","68000","Dog Rescue TV is your home on YouTube for dog rescues from partners of the World Animal Awareness Society & World Animal Rescue Network from around the world. 

Videos from the World Animal Awareness Society are produced in the field and in our post production facilities using state of the art cameras, technology and more than 20 years of experience releasing content about humans rescuing animals.  #WA2SFilms has directly captured stories with over 2,200 NGO's and government organizations around the world. We use new state of the art a i to script, automate, paint, sing our stories to life. Tools that allow us to support animal rescues around the world. In the past five years the WA2S has donated more than $500,000 to animal rescuers.  We are the World Animal Awareness Society, World Animal Rescue Network and WA2S Films. We are about animals being rescued and the people doing the rescues...

To donate: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=ZEXBJW3E8RPW2","info@wa2s.org","United States"
"The Moons Farm","63300","Welcome to Legacy of Legends, our real-life animal rescue and sanctuary based at The Magical Moon Farm in rural France 🌿

Here, once-forgotten horses, donkeys, and other animals find safety, kindness, and a second chance at life. We care for retired elite sport horses, elderly equines, and endangered Poitou donkeys — giving them the dignity, comfort, and love they deserve.

Every video shares a true story: from the rescue of an elderly horse to the first steps of a tiny newborn donkey. We believe every life matters, and every legend deserves a beautiful ending 🌙💫

Join our worldwide family of animal lovers, follow the daily lives of our rescued souls, and be part of something magical — a place where hope and compassion truly live.

🩶 Subscribe to follow their journeys and help us continue our mission of rescue, rehabilitation, and love.","","France"
"Best Friends Animal Society","57700","Best Friends Animal Society is a leading animal welfare organization dedicated to saving the lives of dogs and cats in America's shelters and making the entire country no-kill. Founded in 1984, Best Friends runs lifesaving facilities and programs nationwide in partnership with more than 6,000 shelters and rescue organizations. From our headquarters in Kanab, Utah, we also operate the nation's largest no-kill animal sanctuary — a destination that brings our mission to life for thousands of visitors each year. We maintain the most comprehensive animal sheltering data in the country and make it accessible to the public — empowering communities with critical insights into the needs of their local shelters and how they can help. We believe every dog and cat deserves a home. And we believe that, by working together, we can Save Them All®.
Sub goals
57,000 ✅ we appreciate you, tysm! 🧡
75,000 🙏 let's do this! 💪
📣100K 🐐 GOALS","informacion@bestfriends.org","United States"
"Rescue furry kids","44300","Hello everyone, this is Rescue furry kids,
home for stray animals.
I regularly share stories about rescuing stray animals,
Please don't abandon your pets.
Thank you for your encouragement and support💖💖💖","","United States"
"Kabugo Animal Shelter Zigoti","35900","Welcome to Kabugo Sadick's Animal Rescue Channel!

Hi, I’m Kabugo Sadick from Uganda, and I’m passionate about rescuing and caring for dogs and cats in need. Through this channel, I share the inspiring stories of the animals we save and the efforts we make to provide them with love, care, and a second chance at life.

Your support means the world to us! Please subscribe, like, comment, and share our videos to help spread the word. Together, we can make a difference for these amazing animals.

Want to go a step further? Support our shelter by donating or sharing our mission. Every little bit helps!

Thank you for being part of this journey to rescue and protect our furry friends. 

MOBILE WALLET TRANSFER 
Names: Kabugo Sadick
City: Kampala
Country: Uganda 
Receive method: Mobile Money
Mobile money partner: MTN
Phone no: +256790242736

#AnimalRescue #SupportShelterAnimals #rescuedogs #shelterdogs","","Uganda"
"Tenerife Animal Sanctuary","35800","Tenerife Animal Sanctuary - sustainable centre for rescued animals in Tenerife, Canary Island, Spain. 

Previously known as Tenerife Horse Rescue

Registered charity (NGO) created by a couple with a dream to help animals in need. Self funded and run by a big community of volunteers.

Rescuing animals and giving them a voice. Horses, cats, dogs, goats, chickens, tortoises, turkeys, ducks, guinea pigs, pigs and more ... All living happily in our little hand built finca. Created around the basis of recycle, reuse and reduce. 

We invite you to join our sustainable and animal full journey and witness honest and raw videos with so much emotion, chaos, animals, knowledge and honesty.

Subscribe and follow us to help save the lives of hundreds of animals in need. By watching our videos you are helping us fund the sanctuary. 

Join the finca family for the ride!

You can also donate via paypal: donations@tenerifehorserescue or visit our website to help futher www.tenerifeanimalsanctuary.org","","Spain"
"Turpentine Creek Wildlife Refuge","29600","Turpentine Creek Wildlife Refuge is striving to see the end of the big cat and bear trade, within our lifetime. Allowing these magnificent animals to enjoy life without fear, abuse, abandonment, or neglect; letting them be the wild animals they were truly meant to be. Through education, advocacy, and quality care for our current rescues, we are making strides in changing the mindset of a nation. As a 501(c)3 nonprofit organization, our mission is to provide lifetime refuge for abused and neglected “Big Cats” with emphasis on tigers, lions, leopards, and cougars. We have created a place that these animals can finally get the care and piece of freedom that they deserve. With your help, we will be able to expand our public educational outreach, education programming, and continue to rescue animals in need.","marketing@tcwr.org","United States"
"Animal Rescue Haven","26600","Welcome to Animal Rescue Haven 🐾

Animal Rescue Haven is where you can discover heartwarming real-life animal rescue stories from around the world.

Here, you'll find inspiring rescue stories, miraculous recoveries, touching reunions, and loving moments that celebrate compassion, courage, and the extraordinary bond between humans and animals.

Our goal is to share inspiring stories of kindness, raise awareness about animal protection, and remind everyone that every life is precious, deserves love, care, and a second chance.

Every rescue has a story.

Thank you for being a part of our community and helping us spread hope—one story at a time.","","United States"
"Charlie Freak & The Shire Animal Rescue Sanctuary","24000","The new home on Youtube for Charlie Freak and The Shire Animal Rescue Sanctuary, run by Charlie and his wife Colleen.","","Mexico"
"P’Nuts Freedom Farm Animal Sanctuary INC","20400","P'nuts Freedom Farm Animal Sanctuary is a place where hope, healing, and second chances flourish. We rescue animals from situations of neglect, abuse, and abandonment, offering them a safe, loving environment to recover and rebuild their lives. Our dedicated team provides personalized care to help each animal heal physically and emotionally, giving them the opportunity to trust again. Beyond rescue, we are passionate about raising awareness and advocating for a world where all animals are treated with kindness and compassion.

At P’nuts Freedom Farm, every animal’s story is worth telling, and every second chance is a chance to thrive","",""
"OPH Rescue","19300","Operation Paws for Homes is a 501(c)3 nonprofit organization devoted to the rescue, rehabilitation and placement of dogs and cats who have overcome great odds and deserve wonderful, caring forever homes. These dogs and cats are rescued from overcrowded shelters in the southern region of the United States, primarily shelters in South and North Carolina, as well as Virginia. We partner with local shelters as needed. We also rescue a few international dogs partnering with shelters and rescues in India who rescue dogs from dangerous and deplorable conditions. Our organization is volunteer-powered by a dedicated group of animal lovers who have seen the horrors and sad fate of animals who find themselves abandoned and left to fend for themselves in the world.","","United States"
"Heavy Petting - Animal Documentaries","17900","From heart-stopping dog rescues to incredible animal transformations, we bring you the most inspiring animal rescue stories! Witness the life-changing work of organizations like the RSPCA and other dedicated rescuers as they save abandoned dogs, stray cats, and wildlife in danger.

Join us on TikTok: https://tinyurl.com/3wz2937w","","United Kingdom"
"Arctic Fox Daily Wildlife Rescue, Inc.","17400","I'm Kim, President and Founder of Arctic Fox Daily. At our unique, home-based sanctuary, we provide a forever home to unwanted, neglected, abandoned, or confiscated captive-bred and non-releasable wildlife, specializing in foxes and wolfdogs.

I also volunteer my time raising orphaned and/or injured New York-native wildlife, with the ultimate goal being release back into nature - where they belong.

I rescued wildlife as a licensed individual for over a decade, and then officially founded Arctic Fox Daily Wildlife Rescue, Inc. in 2020, a 501(c)(3) nonprofit organization. We rely fully on contributions from our amazing supporters. The more support we receive, the more animals we can help. Follow @arcticfoxdaily on our other platforms, and visit www.arcticfoxdaily.org to learn more or to see the different ways you can show support.

I'm making my childhood dreams of rescue come true, while raising two babies of my own, Ella and Clay. Thanks for tagging along on our rescue journey!","","United States"
"New Life Animal Rescue","16200","🐾 New Life Animal Rescue 🐾

Every animal deserves love, care, and a safe forever home. ❤️

At New Life Animal Rescue, our mission is to rescue abandoned, injured, and homeless animals, provide them with medical care and rehabilitation, and help them find loving families through adoption.

✨ Rescue • Care • Rehome • Repeat

Join us in giving every rescued animal a second chance at life.

📩 Contact us for adoption, fostering, volunteering, or donations.

Adopt, Don't Shop. 🐶🐱❤️","",""
"MarleysMutts","15100","Marley’s Mutts is a non profit animal rescue organization tirelessly devoted to saving lives by exploring and cultivating the human-canine bond. Our approach to success is three fold: 1) Proactive community education and therapy programs which target youth, the incarcerated, the underprivileged, the disadvantaged and the needy, 2) Exhaustive spay and neuter programs for low income, high euthanasia districts and 3) World-wide rescue and rehabilitation programs aimed at saving lives of desperate dogs wherever we can be of service. 
Donations can be made at MarleysMutts.org/donate/  
Dog Rescue - Adoptable Dogs","inquiries@marleysmutts.org","United States"
"Jutta Shelter","13500","Jutta Shelter is a non-profit animal shelter in Ierapetra Crete. We rescue and take care of stray animals. We  give these animals a better future by offering them for adoption. The backbone of our ethics is to defend animal's rights and their freedom. We are also against unnecessary euthanasia of healthy animals. We receive NO government funding and rely entirely on donations.","","Greece"
"Horse Rescue","13000","Welcome to the YouTube channel ""Horse Rescue""! Here, we share heartfelt stories about saving horses in need, restoring their health, and finding them loving homes. Follow us to experience memorable moments, learn about horse care, and get involved in the mission to protect these four-legged friends. Together, we can bring hope and happiness to the horses that need rescuing!","","United States"
"Foster Tales","12900","If you love dogs and want to support animal rescue, then welcome to our YouTube home. We are Foster Tales Rescue, a 501c3 nonprofit dog rescue in Bakersfield California. We save dogs from over-crowded animal shelters where they are at risk of euthanasia. Follow our True Rescue Stories series to get the whole story from a shelter dog's freedom moment, to their veterinary care if needed and then life with their foster family and hopefully their adoption to their forever home. Our stories are original, when you support this channel you are supporting true animal lovers who are working to save dogs every day. We actually place homeless dogs in their forever homes! Join us for every episode True Rescue Stories for heartwarming tales about these beautiful and resiliant dogs. Your views, likes, and shares help us save more dogs and keep us making new episodes.","","United States"
"Tomasthevet","12800","Hi,

Welcome to my YouTube channel.

My name is Tomasthevet, I am Veterinary Surgeon, living and working in London. 
I specialise in small animals like cats and dogs and have a keen interest in emergency and critical care. 
I also enjoy surgery and help in a dog rescue. 
Come along with me so I can show you a bit of the vet world 😉 

Ps: some of my videos are not for the faint hearted","",""
"Gouves Animal Shelter","11600","Gouves Animal Shelter provides care for injured strays and abandoned pets. We are located in Gouves, Crete and take care of 200 dogs and 200 cats every day.","gouvesshelter@gmail.com","Greece"
"Blind Cat Rescue & Sanctuary, Inc","10900","Blind Cat Rescue and Sanctuary fulfills the need for a safe haven for blind, FIV+ (Feline Immunodeficiency Virus) and FELV+ (Feline Leukemia) cats that are deemed unadoptable by regular shelters and at risk for euthanization because they are blind, FIV+, and/or FELV+. If you believe that these cats deserve to have an opportunity to live rather than be euthanized, please help us have the resources to help them.

We are a registered non-profit with the state of North Carolina. We are a 501(c)(3). Our tax number is 20-3410498, and all donations are tax deductible.","","United States"
"Rescue Cats and Stuff","10700","Mainly cat rescue and care with other interesting stuff, too.

We are a cat rescue and sanctuary affiliated with a local charity and work in conjunction with other local and regional cat rescues and charities to re-habilitate and re-home local strays, surrenders and rescues.
Although many of our cats find forever homes, we have a few holdouts, a few strays that periodically return and new cats arriving frequently.
We also have friendly dogs who join the cats in just about everything.
They all form the channel's recurring cast and special guests found throughout our videos.

We're not the fanciest rescue channel but we're sincere, authentic and committed to providing for whoever is in need.
Join and watch as we help the cats (and a few dogs 😉) of Cyprus live the healthy, well-fed, well-loved lives they deserve.","","Cyprus"
"luckydoganimalrescue","10500","Lucky Dog Animal Rescue is a volunteer powered animal rescue that saves homeless and abandoned dogs and cats from certain euthanasia. With no boarding facility or shelter of their own, Lucky Dog holds events across D.C., Maryland and Virginia. Lucky Dog seeks not only to place dogs in loving homes, but also to educate dog owners about responsible pet ownership.","","United States"
"Ziggy's Refuge Farm Sanctuary","9830","Welcome to Ziggy’s Refuge, where love knows no limits! We are a 501c3 farm animal sanctuary dedicated to rescuing the most neglected, abused, and disabled farm animals, giving them the second chance they deserve. From heartwarming transformations to everyday moments of joy, our channel takes you inside the lives of these incredible animals as they heal, thrive, and experience unconditional love.

We have 87 permanent residents, 30 of them living with special needs. Here, we believe that just because an animal is disabled or deemed “unwanted” doesn’t mean they don’t deserve to live a happy, fulfilling life. Every day, we prove that with compassion and dedication, even the most vulnerable souls can flourish.

Subscribe to follow our journey, meet our amazing residents, and be part of a movement that values every life. Together, we can change the world—one rescue at a time! ❤️","info@ziggysrefuge.org; kristin.hartness@gmail.com","United States"
