"频道名称","粉丝数","简介","邮箱","国家"
"AntsCanada","7050000","I believe the most epic of stories happen every day in the world of ants and nature, without us knowing. This channel will introduce you to such hidden and epic stories of the micro world, unveiling an entire, mind-blowing, biological universe and dimension, you've never before explored, bringing profound insights into the world around us and ourselves. Welcome to the AntsCanada Ant Channel!

Please SUBSCRIBE and hit the BELL icon!

Be sure to Like us on FB: https://www.facebook.com/AntsCanada/
Follow us on Twitter: http://www.twitter.com/AntsCanada/
Follow us on Instagram: http://www.instagram.com/AntsCanada/
and join our AntsCanada forum: http://forum.antscanada.com

NOTE: For immediate help with ant keeping and/or our products, please visit our helpful FAQ: http://www.antscanada.com/frequently-asked-questions/","info@antscanada.com","Canada"
"We Love Animals","6610000","Welcome to We Love Animals — we share animal rescue stories, incredible wildlife encounters, and inspiring pet adoption stories from around the world.

We believe every animal deserves kindness and compassion. From dog and cat rescue videos to amazing wildlife footage and rehabilitation stories — we share the moments that remind us why animals make the world a better place.

We talk to animal heroes that have dedicated their lives to animal welfare. We tell stories about rehabilitation, adoption, fostering, and rescue. 

We Love Animals is part of Newsner, a global digital news platform.

Follow us on:
📘 Facebook: https://www.facebook.com/TheAnimalClub.net
📸 Instagram: https://www.instagram.com/weloveanimals_newsner/
🎶 TikTok: https://www.tiktok.com/@weloveanimals_official

We love animals! ❤️ 🐾","","Sweden"
"Aquarium Info","6340000","I'm your guide to the wilder side of STEM! 🦁 
Join the adventure as we discover amazing animals and build them epic homes.

Meet The Crew!
🐈 Nori
🦀 Nibbles & Pickle
🦞 Mochi
🐢 Harry 
🦐 Ralph
🐸 Frito & Burrito
🦎 Lucy & Lemon + Miso & Matcha + Jojo & Java
🐠 Peanut & Jelly
🦎 Lime & Pepper
🪦 R.I.P. Kirby & Noodle

☞ Get your Lucy & Lemon plush toys here: https://aquariuminfo.com/

You can follow me on all platforms @aquariuminfo

Business inquiries: aquariuminfo@night.co","aquariuminfo@night.co","United States"
"Meekah - Educational Videos for Kids","6130000","Explore the wondrous world with Blippi and Meekah. There are so many exciting things to see and learn. Feed your kids’ curiosity while they learn about vehicles, animals, the natural world and so much more. Blippi and Meekah help aid children‘s understanding of the world and encourage vocabulary development. Join the adventures as Blippi and Meekah visit exciting places such as children’s museums and the zoo! They love singing, dancing, playing and exploring. Their contagious curiosity engages young viewers in learning adventures that help them grow and develop.

Blippi Website  ►	https://www.blippi.com/
Music ►https://blippi.lnk.to/BlippiCompleteCollectionYT
Instagram ►	instagram.com/blippi
Facebook ►	facebook.com/Blippi
TikTok ►tiktok.com/@blippi
Moonbug ►	moonbug.com/about","","United States"
"AP Archive","6030000","Welcome to AP’s archive YouTube channel. AP’s archive contains historical and contemporary film and video from the world's largest and oldest news agency. 

Our cameramen have been capturing the iconic moments that have shaped the world in which we live, and we have over 1.7 million news, sports, entertainment and fashion stories dating back to 1895 to share with you, here and on our British Movietone channel - https://www.youtube.com/c/BritishMovietone 

With new footage added daily from our global news network, we hope you will enjoy exploring and sharing our content. Please feel free to share our content with friends and embed onto your own websites and social media forums using the YouTube share and embed icons found underneath each video. Downloading videos to your own PC is an infringement of YouTube’s terms and conditions. 

Learn more at https://newsroom.ap.org/editorial-photos-videos/home","",""
"TmarTn2","5670000","Let's hang out and play video games 😁

Business inquiries: tmartn.bizdev@gmail.com","tmartn.bizdev@gmail.com","United States"
"Rocky Kanaka","5630000","Rocky Kanaka Sitting with Dogs highlights some of the best shelter dogs in the world that just need their story told. It doesn't matter if it's a shut down dog, dog that needs to be told they are a good girl or a dog that is growling at Rocky Kanaka he wants to spend time with them to see if he can show them comfort and assure them the situation they are in isn't their fault. 

Rocky Kanaka believes Life's Better with Dogs and has recently started sharing Flip's Farm. The Farm is named after his soul dog Flip Kanaka that helped Rocky foster and rehabilitate rescue dogs in need for over a decade. Flip's Farm is a coffee farm and dog rehabilitation farm that sells Flip Coffee to support the efforts of Rocky's goal of giving dogs a safe space to heal until he finds them their forever home. 


#dogs #dogs #animals","info@madrescueinc.org","United States"
"LiveNOW from FOX","5620000","Subscribe to LiveNOW from FOX! https://bit.ly/3HvzKqP
Where to watch LiveNOW from FOX: https://www.livenowfox.com/ 
Follow us @livenowfox on Twitter: https://twitter.com/livenowfox

Raw & unfiltered. Watch a non-stop stream of breaking news, live events and stories across the nation. Limited commentary. No opinion. Experience LiveNOW from FOX.","","United States"
"Good Morning America","5500000","Good Morning America brings you the latest breaking news, expert analysis, helpful advice for everyday living, recipes from the best chefs in the country and live performances from the best musicians on television. Emmy® Award-winning “Good Morning America,” featuring the anchor team of Robin Roberts, George Stephanopoulos, Michael Strahan and chief meteorologist Ginger Zee, airs live 7:00-9:00 a.m. EDT on ABC.","","United States"
"Paws & Hearts","5480000","Welcome to Paws & Hearts
 
Here, we celebrate the unbreakable bonds between animals and humans through touching rescue stories, joyful reunions, and unforgettable moments of love and bravery. Our mission is to warm your heart, restore faith in kindness, and inspire action to help creatures in need. Every life matters, and every story has the power to connect us all.
✉️: For inquiries or copyright/removal requests please email: wangyuiyui0713@gmail.com. We promptly address all emails within 24 hours!","wangyuiyui0713@gmail.com.we","United States"
"Bondi Vet","5369169","Bondi Vet is your ultimate content destination for all things pet and vet. Including full episodes, stories, compilations and clips from the world's favourite vet series. See life changing surgeries, rescue stories and all manner of animals great and small, weird and wonderful! Whether you’re a dog person, a cat fanatic or just simply love all animals, there is guaranteed to be something for you. 

From the beaches of Bondi, to the streets of London by way of Atlanta our dedicated team of Bondi vets include Dr Kate Adams, Dr Scott Miller, Dr Alex Hynes, Dr Danni Dusek and many more! Plus catch plenty of classic stories from legendary Australian vets Dr Chris Brown, Dr Lisa Chimes and Dr Andrew Marchevsky. Make your world a better place and subscribe today! 

Join Our Membership for exclusive content, live streams and more: https://www.youtube.com/@BondiVet/join 

Looking for content and advice for your pet? Head to our platform bondivet.com.","","Australia"
"Hope For Paws - Official Rescue Channel","5350000","http://www.HopeForPaws.org

WE MOVED! Our new address is:

Hope For Paws 
3940 Laurel Canyon Blvd #140 
Studio City, CA 91604

We really appreciate the special cards you send us, and the animals really appreciate the good old-fashioned checks that pay for their medical care and rescues.

We couldn't do this work without your support!  Please join us as a monthly donor of $5 and help us save many more lives this year: https://www.HopeForPaws.org

The less time we have to spend on fundraising for these animals, the more time we have to actually go out there and get them off the streets.  Veterinary care is extremely expensive, and you are making it all possible when you support our efforts!   If you haven't done so yet, I hope you will join us today.

Please follow our social media for regular updates on rescues & adoptions.

Facebook: https://www.facebook.com/hopeforpawscalifornia
Instagram: https://www.instagram.com/hopeforpawsrescue/

Thank you so much!

Eldad
CEO, Hope For Paws.","","United States"
"Danny Go!","5230000","Music! Dancing! Learning! Bears! 🤸🏻‍♂️🐻👨🏻‍🔬💃🦹🏾‍♂️

“Danny Go!” is a live-action educational children’s show filled with music, movement and silliness. Created in 2019 by 3 childhood friends in Charlotte, North Carolina, the show inspires learning and off-the-couch exercise for kids ages 3 to 7. 

Here’s what you’ll find in our videos: 
 +  Catchy, upbeat dance-along songs that kids AND parents can enjoy together
 +  Kindergarten-level learning (math basics, vocabulary, science experiments)
 +  Basic lessons about friendship, kindness & respect
 +  Good-natured silliness and fun
 +  Real-life exploration (i.e. animal shelter, fire station, trampoline park)","","United States"
"Kritter Klub","5220000","Kritter Klub - Animal in Crisis and Before & After Makeover! 

Looking for some animal stories? You are at the right place!

We're Korean animal lovers who have been filming critter stories from 2001 until now.
Join the klub by subscribing to our channel, 
and meet many animals who are being rescued and gets their makeover! 

*We are the official, international channel for SBS Animal*","","United States"
"NowThis Impact","5210000","The issues you care about.

Subscribe to our other channel!
NowThis: http://www.youtube.com/@nowthis","","United States"
"Super Simple Play with Caitie!","5210000","Preschool songs and activities with Super Simple’s star singer and musician, Ms Caitie! 
Caitie helps her classroom friends around the world achieve milestones and preschool skills through song, dance, and play! 
From the creators of Super Simple Songs, Ms Caitie provides interactive screen time that keeps kids moving, learning, and gaining skills from ABCs, 123s, to social emotional development, to simple speech and motor skills.

 The Ms Caitie Promise: ALL of Ms Caitie’s content is produced with love and care and offers a unique, gentle pace for young learners. Rest assured, children will have the time they need to grow and develop skills that will serve them into their bright future.","","Canada"
"CNBC-TV18","5200000","About CNBC-TV18: India's leading business news channel, CNBC-TV18 offers the most comprehensive coverage of businesses, the economy and the financial markets. Catch all your favourite shows, exclusive videos, big-ticket interviews and more here. n18oc_business


You can also connect with CNBC-TV18 News Online
Catch the latest news: https://bit.ly/2YbpXBM


Follow CNBC-TV18 round the clock: https://www.cnbctv18.com/live-tv/


Stay updated with all the market action: https://www.cnbctv18.com/market/


Follow experts on the most vital topics: https://www.cnbctv18.com/expert-views/


Subscribe to our Channel: https://bit.ly/3nvEcxf


Like us on Facebook: https://www.facebook.com/cnbctv18india/
Follow us on Twitter: https://twitter.com/CNBCTV18News","complaint@nw18.com; CNBCTV18digitalads@nw18.com; CNBCTV18DigitalNews@nw18.com","India"
"Simple History","5110000","Welcome to the Official Simple History Channel. Simple History® visualizes the past, bringing history to life through animation. 

Witness how people lived throughout history: their culture, developments in technology, epic battles and events.

Explore what it was like to be in the trenches of the First World War, a plundering pirate in the Caribbean or a factory worker in the Industrial Revolution! 
Created by Daniel Turner (B.A. (Hons) in History, University College London) 

Have a business proposition such as a sponsorship proposal? get in touch by email below!
For business enquiries: sponsorsimplehistory@gmail.com
Fan mail/art: simplehistorycommunity@gmail.com
Discord server: 
https://discord.gg/JZsPQXHeYC

Simple History started in September 2013 with its first book title 'Simple History: WWI'. 

Copyright: DO NOT reupload our content on Youtube or other social media without expressed permission.","sponsorsimplehistory@gmail.com; simplehistorycommunity@gmail.com","United States"
"TODAY","5100000","TODAY is your destination for the latest news and entertainment, exclusive interviews, podcasts, original video series, and expert advice on wellness, parenting, food, and more. Your day starts here.","",""
"SpyCakes","4900000","Hey, how's it going Spy here! Join me as I adventure through games like Wobbly Life, Garry's Mod, Minecraft and much more. 

Stay Sweet!","","Canada"
"CBC News","4750000","As Canada's national public news and information service, the CBC is committed to a set of values that include accuracy, fairness, balance, impartiality and integrity.
Since the 1930s, CBC News services have kept Canadians at home and abroad informed about their communities, their country and the world. CBC/Radio-Canada is the country’s largest news organization, employing several hundred journalists in Canada and around the globe. Our stories appear on CBC Television, CBC Radio, the CBC News Network, CBCNews.ca and other digital platforms.","abby.hughes@cbc.ca","Canada"
"HeavyDSparks","4660000","Do you wanna see the real side and personal lives of Heavy D and Diesel Dave  from Diesel Brothers and experience some of the wildest vehicles, stunts, and pranks the world has ever seen?...if your answer is no, go follow Dr Phil, if your answer is yes....hit that SUBSCRIBE button now!","majestylcranch@gmail.com; info@heavydsparks.com","United States"
"Evan Carmichael","4650000","Welcome to #BelieveNation, the only channel that helps you believe in yourself daily, one video at a time.

I’m Evan Carmichael, and I’m on a mission to solve the world’s biggest problem: people don’t #Believe in themselves enough.

Here, you’ll get daily videos to build your belief, unlock your potential, and take bold action toward your dreams.

Make it your daily habit. Watch one video a day, and step into the person you were born to be.

#Believe","jeremy@evancarmichael.com; zan@zantheman.com; orders@evancarmichael.com","United States"
"Toddler Fun Learning","4590000","Welcome to the ultimate destination for fun and educational videos for babies, toddlers, and children 🎉📚! Sing along to our delightful kids' songs 🎶, or watch and learn with our engaging learning videos for toddlers. Together, we can learn to count 🔢, master our ABCs 🔤, and so much more.

🚚🎨 Gecko's Garage is a vibrant edutainment series designed for children aged 2 to 5. Subscribe now for a playful and educational playlist that sparks curiosity and fuels the love of learning in your little ones. Let the learning adventures begin! 🌈🔧 #GeckosGarage #EducationalFun #PreschoolLearning

Check out the best Gecko's Garage songs: https://GeckosGarage.lnk.to/CompleteCollectionYT!About","","United Kingdom"
"Dodo Kids","4270000","Introducing Dodo Kids! A NEW channel on YouTube that’s all about positivity from the most loved animal brand in the world.

Dodo Kids is THE place for kids (preschoolers and up) who love animals and who love to see furry, funny, heartwarming, inspiring, exciting and playful animal stories.


On this channel you will:

Hang out with Roman, a kid who’s rescued SO MANY dogs!

Meet Khula the rhino and his best friend - a goat named Imbuzi!

Sing and dance with Butterfly Guy (a guy who REALLY likes butterflies). 

See REAL baby foxes being rescued. 

Meet kittens, puppies, lambs, goats, cows, dolphins, rhinos, turtles, old dogs, young dogs, baby chicks, birds, monkeys, deer and ALL the other animal stars from The Dodo. 

Come back every week for NEW Dodo Kids videos!","","United States"
"60 Minutes","4180000","""60 Minutes,"" the most successful television broadcast in history. Offering hard-hitting investigative reports, interviews, feature segments and profiles of people in the news, the broadcast began in 1968 and is still a hit, over 50 seasons later, regularly making Nielsen's Top 10.

For licensing inquiries, please contact: footage@cbsnews.com","footage@cbsnews.com",""
"MAD LAB","4130000","","","United States"
"Paul Cuffaro","4090000","25 year old who loves animals and creating content with friends!! Watch me build my backyard into something crazy!!","","United States"
