"频道名称","粉丝数","简介","邮箱","国家"
"Physio Dr Deepak Soni","1700000","WellBeing Physiotherapy & Sports Injury Centre

16, Gopalnagar A, Near Triveni Flyover, Gopalpura Bypass Road, Jaipur.

Fully equipped with Latest Electrotherapy and Exercise machines and Advanced Manual Therapy Treatment Techniques

We are the leading physiotherapy service providers in Jaipur since last 12 years. WellBeing Physio Clinic located at centre of jaipur near Triveni flyover,  gopalpura mode with all facilities like parking, specious waiting area for attendant, canteen, and very peacefull physiotherapy and  rehabilitation department. 

We are specialized in spine, joints pain, paralysis, & obesity. We have successfully treated more than 50 thousand patients of Back pain, slipped disc, sciatica, knee pain, arthritis, hemiplegia, head or spinal injury, post surgical cases, sports injury cases, etc

For Appointment 
Call: 9529111633","","India"
"University of California Television (UCTV)","1410000","University of California Television (UCTV) showcases the latest health and science research and groundbreaking discoveries of the nation's premier research university.  Our programs inform, educate and enrich the lives of people around the globe.

Explore for yourself where great minds gather: http://www.uctv.tv","","United States"
"Violin MD","1370000","Dr. Siobhan Deshauer, MD, FRCPC 

I'm a certified Canadian internal medicine and rheumatology specialist.
I create optimistic health content for a community of curious minds who want science-backed information to improve their health and inspire a brighter future. 

Become a member to get access to perks including monthly live-streams and a chance to chat with me one-on-one. https://www.youtube.com/channel/UCiamy6DLsjIeCgfz8TLXg9Q/join

Instagram: violin.md
Facebook: Violin MD - Siobhan
TikTok: @theviolinmd
Email: theviolinmd@gmail.com

PO Box 1
119 Spadina Ave.
Toronto, ON, Canada
M5T 2T2

DISCLAIMER:
I make every effort to publish correct information. I will double check all my facts but realize that medicine is a constantly changing science and art. I am simply presenting my views, and I welcome any comments, suggestions, or correction of errors. These videos are not intended as medical advice. Consult your own physician for any medical issues that you may be having.","theviolinmd@gmail.com","Canada"
"Talking With Docs","1290000","Dr. Paul Zalzal and Dr. Brad Weening are orthopedic surgeons and members of the Royal College of Physicians and Surgeons of Canada. Together, they help make medicine accessible by serving up practical insights on orthopedic treatments, various tips on surgeries, gut health, as well as other health topics.

Through short, topic-specific videos that blend insight and humour, Dr. Zalzal and Dr. Weening connect with patients at every stage of their journey to inform, educate, and empower. Learn how to properly prepare for surgery, surgery risks, what to expect after surgery, cardiology, anesthesia and much more. 

The Talking with Docs Vision:  To support people’s healing journeys–from clinical diagnosis to surgery to recovery–through memorable chats that include digestible clinical information and heartfelt guidance. 

To learn more about how to take charge of your own health, visit www.talkingwithdocs.com.","talkingwithdocs@gmail.com","Canada"
"Mayo Clinic","1260000","Mayo Clinic is a nonprofit worldwide leader in medical care, research and education for people from all walks of life. Doctors from every medical specialty work together to care for patients, joined by common systems and a philosophy of ""the needs of the patient come first."" Our headquarters are located in Rochester, MN, while we have campuses in Florida and Arizona.

Looking to connect with others facing similar health issues? Check out Mayo Clinic Connect — an online community where you can share your experiences, ask questions and find support from people like you.

Mayo Clinic locations and more: https://www.mayoclinic.org/about/
Detailed list of all our phone numbers: https://www.mayoclinic.org/contact/

*For the safety of our patients, staff and visitors, Mayo Clinic has strict masking policies in place. Anyone shown without a mask was either recorded prior to COVID-19 or recorded in a non-patient care area where social distancing and other safety protocols were followed.","","United States"
"Jessica Valant","1150000","I’m Jessica, a licensed physical therapist, Pilates teacher and women's health expert with over 25 years of experience. I believe movement should be empowering, encouraging and fun! On my channel you’ll find workouts for everyone, regardless of skill level or experience. I also talk through various injuries and conditions, including my own experience with women’s health issues such as prolapse and hysterectomy. I want you to remember you are strong, you are powerful and you deserve to move your body and feel good while you do it. 

Free three day trial to my UNLIMITED app for daily home workouts and women's health: https://app.jessicavalant.com/sign-up

You can find more of my tips and full length workout programs at http://www.jessicavalant.com.

 You can also find me and behind the scenes action on Instagram @jessicasvalant.","","United States"
"Physiovedic Physiotherapy Clinic","1110000","Welcome to Physiovedic Physiotherapy Clinic! We have been providing top-notch physiotherapy services for the past 10 years, and we take pride in being one of the most trusted and reliable clinics in the area.

At Physiovedic, our experienced and dedicated team of physiotherapists use a holistic approach to help our clients achieve their health and wellness goals.

So, whether you're looking for pain relief, injury rehabilitation, or simply want to improve your overall health and wellness, come visit us at Physiovedic Physiotherapy Clinic. Let us help you get back to doing the things you love!
Treatment for
*Neck Pain
*Back Pain
*Knee Pain(Arthritis)
*Stroke(Paralysis)
*Postural Correction
*Frozen Shoulder
*Cupping Therapy
*Sports Injuries
*Sciatica
*Facial Palsy
*Joint Pain


Dr Zeeshan Ali (PT)
(Consultant Physiotherapist)
Address - Back gate of navyug radiance school Rajendra Nagar Lucknow 226004 
Call - 9807734275
Website -www.physiovedic.com
Email- healsphysio@gmail.com
Thanks","healsphysio@gmail.com","India"
"El Paso Manual Physical Therapy","1100000","Helping you avoid unnecessary surgery, injections & pain medications. 

DISCLAIMER: 

Any information available on this channel is intended for general guidance only and must never be considered a substitute for advice provided by a physician, medical provider or physical therapist. El Paso Manual Physical Therapy will not be liable for any injuries that happen due to performing any exercises or advice on this channel.

Always seek the advice of your physician or other qualified health care professional with questions about your medical condition or to diagnose any conditions.","","United States"
"Balance Builders by Doug Weiss","1090000","Doug Weiss, DPT is a licensed Physical Therapist with 33 years of experience.  His mission is to help people maintain and regain their ability to walk. He uses a completely evidence-based approach that relies on the latest balance and rehabilitation research to reccomend the best and most effective ways to improve balance and prevent falls.","","United States"
"Physiotutors","1020000","We provide high-quality evidence-based online and offline education for physiotherapy students and professionals around the world. Our goal is to be the number 1 learning platform for physiotherapists around the world – from the first day as a student until the last day of someone’s career and thereby elevating the standard of physiotherapy education on a global scale.

We are grateful for every new subscriber!

Check our Website at https://www.physiotutors.com
--------
The materials on this channel are not medical advice. The content is intended as educational content for health care professionals and students. If you are a patient, seek care of a health care professional.","","Netherlands"
"Michelle Kenway","1020000","If you're looking for safe pelvic floor exercises and want to know how to do Kegel exercises correctly, you're in the right place!

Hi, I’m Michelle, a Pelvic Health Physio, here to help guide and support you with evidence-based pelvic floor exercises and pelvic floor safe strength and fitness exercises that you can relate to and trust.

Whether you’re:
- Looking to strengthen your pelvic floor and core muscles 
- Dealing with bladder or bowel problems
- Living with prolapse problems
- Suffering from erectile dysfunction
- Recovering after prostate surgery
- Exercising after hysterectomy

This channel is here with reliable Pelvic Floor Physio information — no matter who you are, where you live, or your life circumstances.

Access to quality pelvic health information is your right — and everyone’s birthright.

Let's exercise together to help you feel better — inside and out.","support@pelvicexercises.com.au","Australia"
"E3 Rehab","1010000","We are Doctors of Physical Therapy who specialize in rehabilitation, pain, performance, and injury risk reduction. Our mission is simple: empower YOU to overcome your setbacks and crush your goals using evidence-based education.","","United States"
"Indeed","1000000","More people find jobs on Indeed than anywhere else. Indeed is the #1 job site in the world* with 580M job seeker profiles.** Indeed allows job seekers to search millions of jobs, post resumes, research companies and more in over 60 countries and 28 languages. And over 3.5M employers use Indeed to find and hire new employees. For more information, visit https://www.indeed.com. 

On our YouTube channel, we feature career tips, highlight career paths and more. Subscribe for help in your job search. #Indeed #CareerTips 

Get better job matches when you complete your Indeed profile: https://go.indeed.com/4ER6C8
Download the Indeed mobile app: https://go.indeed.com/8EPR6X
Create a free Indeed account: https://go.indeed.com/7NA37Z
Find your next job: https://go.indeed.com/findjobs 
Get more tips: https://go.indeed.com/RFW437

*ComScore, Total Visits, March 2024
**Indeed data (worldwide), job seeker accounts that have a unique, verified email address","","United States"
"Dr Sunil Tank- PhysioPoint","955000","Dr. Sunil Tank (PT) - PhysioPoint | Spine Pain Expert | Sciatica & Slip Disc Specialist (Non-Surgical)

India’s leading channel for Non-Surgical Spine Recovery. Get expert Physiotherapy exercises for Slip Disc (L4-L5, S1), Sciatica, and Cervical Pain to avoid surgery from home.

✅ 900K+ Subscribers
✅ Proven Results for Back & Joint Pain
✅ Scientific Rehab for All Ages

Subscribe for daily relief tips and professional recovery guides!

PhysioPoint
Dr.Sunil Tank (Pt)
PHD ( Scholar) MPT ( Sports)
Physiotherapy & Spine Rehabilitation Specialist 
Certified Orthopedic Manual Therapist
Certified Osteopathy technique of Spine 

Address :
24 Braj Villa ,bhuvaneshwari vartika vistar sirsi road meenawala jaipur

For Appointment WhatsApp / call -07737396799

#Physiotherapy #SlipDisc #SciaticaRelief #DrSunilTank #BackPain #NonSurgicalTreatment #JaipurPhysio","","India"
"Alyssa Kuhn, Arthritis Adventure","895000","I’m Alyssa, a doctor of physical therapy and osteoarthritis specialist. I’m here to show you that adventure is possible with arthritis and joint pain.

Movement isn’t the enemy. The right movement can reduce pain, stiffness, and instability and it can also help you avoid surgery, endless medications, and injections.

After years helping people recover from knee and hip replacements, I saw too many slip through the cracks of traditional healthcare. Not here. On this channel, you’ll get research-backed tips and real-world strategies to regain mobility, rebuild strength, and keep you moving toward the life you want.

No more playing small, let’s make your arthritis adventures happen.","","United States"
"DOTNET Institute","881000","DOTNET is one of the well-known IT Institute, Connecting talent to Opportunities. If you have a thing for Information and Technology and want to pursue a career in the IT industry, DOTNET INSTITUTE is the right place for you.

DOTNET Institute was started in the year 1999 and was recognized by the Delhi government in 2005. We are proud to say that we have been a milestone to success for over 25 years; we have played an important role in making the careers of almost 85k students. 

Surendra Gusain Founder Director DOTNET Institute and Professional IT & Digital Marketing Trainer with experience of 25 years of excellence. 

VIDEOS - We publish career-oriented, motivational, informative IT tutorials, and IT informational videos. 

 KEEP WATCHING AND KEEP LEARNING. 

Join Professional Courses at DOTNET Institute. 
CALL US FOR ENQUIRY: 011-40040815 

VISIT US 
C-9 BLOCK-C, BEHIND COMMUNITY CENTRE 
DILSHAD COLONY, DILSHAD GARDEN 
DELHI-95","","India"
"SeniorShape Fitness","877000","Hello and welcome to SeniorShape with Lauren! I’m thrilled you have found my channel! I am an ACE (American Council on Exercise) certified fitness instructor. I also hold a specialization in senior fitness. 
It is my passion to create fun, new exercises and routines that are never boring. 
My videos are easy to follow and the exercises featured are specifically curated for beginners, and active older adults. The workouts are challenging and at a great pace that works well for anyone. 
Please subscribe so you never miss a new workout.

https://www.seniorshape.com

Equipment I use or recommend can be purchased on my Amazon store page www.amazon.com/shop/seniorshapefitness
*as an Amazon associate/influencer I earn from qualifying purchases

For those who have graciously asked to donate so I can continue to provide free videos can contribute through 
Venmo: @SeniorShape
I appreciate your support!

Thanks for working out with me!
Lauren","seniorshapewithlauren@gmail.com","United States"
"Dr. Andrea Furlan","867000","I am a physician, scientist and professor of Medicine in Toronto, Ontario, Canada. 
2022 Toronto's Top Doctor in Pain Management https://streetsoftoronto.com/top-doctors/

This Youtube Channel is for education about the causes, prevention, treatment and management of chronic pain. My specialty is Physical Medicine & Rehabilitation (Physiatry). I did my medical school at the ""Universidade de Sao Paulo (USP)"" in Brazil, and I completed my Ph.D. at the University of Toronto, Canada

Check my scientific publications here: http://bit.ly/Publications_DrFurlan

Disclaimer: Information on this Youtube channel should not be considered as a substitute for advice from a healthcare professional. This Youtube channel is not intended to provide diagnosis, treatment or medical advice. Content provided on this Youtube channel is for informational purposes only. Please consult with a physician or other healthcare professional regarding any medical or health-related diagnosis or treatment options.","","Canada"
"WFLA News Channel 8","838000","WFLA News Channel 8 is Tampa Bay's #1 source for news, weather, sports and entertainment. Thanks for visiting our YouTube Page!","","United States"
"Physio Dr Sandeep Bhardwaj","771000","In this channel we strive to provide right techniques as well as healthcare education to our viewers in all physical issues.
Dr. Sandeep Bhardwaj (MPT in Neuro) is a recognized and highly skilled physiotherapist in India with over 17 years of experience - 
1.  All spine related Problems like - Slip Disc, Sciatica, cervical spondylitis, S.I. joint Pain, Ankylosing spondylitis etc.
2. expert in Curing Paralysis like - Brachial Plexus Injury, Facial Palsy, Hemiparesis etc.
3.  Child Problems like- Cerebral Palsy, Autism, Behavior issue with occupational therapy.
4.  Sports Injuries

All above problems are well cured at
 Ambe Physio Hospital,
3 Branches in Jaipur 
Narayan Vihar, Mahesh Nagar, Mansarovar
Dr.Sandeep Bhardwaj (PT)
Senior Consultant Physiotherapist
MPT( Neuro ) MIAP 

📍Google Map:
 https://maps.app.goo.gl/LJpK4FpjkT2wkULYA
📱9782573803  ||  8078603229 

▶️Our Social Media Handles
 https://www.instagram.com/drsandeepbharadwaj
 https://www.youtube.com/@Drsandeepbhardwaj-","","India"
"Cleveland Clinic","755000","Cleveland Clinic is a nonprofit multispecialty academic medical center. Founded in 1921, it is dedicated to providing quality specialized care and includes an outpatient clinic, a hospital with more than 1,000 staffed beds, an education division and a research institute.","editorial@ccf.org; healthessentials@ccf.org","United States"
"Cancer Rehab PT","743000","Cancer Rehab PT provides people living with and beyond cancer and lymphedema with education, resources, and support to reclaim control of their everyday lives. Hi everyone! My name is Kelly and I am a Doctor of Physical Therapy (DPT) and I specialize in oncology and lymphedema, as well as lymphatic health. This channel focuses on various treatments and education for the management of the side effects. We also share tools to help reduce and manage lymphedema, along with lymphatic health & wellness.

Please subscribe to follow along! But please know, that by subscribing to my channel you understand that this channel and content is general information only. It's not personal medical advice and you will always need to speak to your doctor regarding individualized care. I cannot, nor will I, respond to personal medical questions. 
Please read and understand all disclaimers in each video for more details. Thank you!

Facebook: Cancer Rehab PT
Instagram: cancerrehabpt","","United States"
"Dr. Kristie Ennis","734000","Dr. Kristie Ennis, physical therapist, DPT, CSCS, founder and owner

I love helping people realize they are stronger than they think they are and are able to do more than they think they can! These videos allow me to enable so many people to realize their own power. I hope you enjoy the information on nutrition, injury treatment and prevention, and exercise!
Don't forget to grab your Derma Edge, which I created and patented to help you get rid of pain on your own.
Click below to order!

Disclaimer:
The information contained in this channel should not be used as a substitute for the advice of an appropriately qualified licensed physician or health care provider. The information provided is for informational purposes only. These videos may not cover all possible causes, treatments, and effects. Please check with your health care provider if you have questions or concerns on any video. Although we attempt to provide accurate and up to date information, no guarantee is made to that affect.","momentumptnh@gmail.com; mymail@mailservice.com","United States"
"Medical Centric Podcast","722000","Your trusted source for in-depth, evidence-based medical insights through engaging podcast-style conversations with leading doctors, scientists, and researchers.

We bring you long-form interviews and expert discussions where top specialists dive deep into the latest medical topics, from cutting-edge treatments and groundbreaking research to disease prevention, nutrition, chronic condition management, and healthy lifestyle strategies. 

Whether it's a cardiologist unpacking heart health myths, an oncologist sharing the newest advances in cancer care, a neurologist exploring brain health, or researchers breaking down emerging studies - our episodes feature real experts explaining complex topics in an accessible, thoughtful way.

These extended conversations go beyond quick tips, giving you the full context, nuanced perspectives, and up-to-date science you need to make truly informed decisions about your health.

Thank you for being here – we’re excited to learn alongside you.","","Portugal"
"Physical Therapy Session","685000","Welcome to Physical Therapy Session.
I will provide you information and ideas to help you take control of your body with simplified rehabilitation breakdown. I will help you reduce or eliminate pain, avoid surgery, improve mobility and guide you to an exercise program fitting for your unique condition.

I will also be having a YouTube LIVE at least once a month for a virtual consultation/counselling. You can seek advice and information.
Stay Tuned.
Don't forget to SUBSCRIBE and hit the bell button to stay updated for any new videos coming up! 

****Disclaimer****
The content of this channel should not be used to self-diagnose or self-treat any health, medical, or physical condition. Don’t use this content to avoid going to your own healthcare professional or to replace the advice they give you. Consult with your healthcare professional before doing anything contained in this channel.
Use of the content posted here are completely at your sole risk!","","Philippines"
"Sports Illustrated","656000","Sports Illustrated offers sports fans trusted, authentic, agenda-free reporting and storytelling featuring sports news, scores, photos, columns and expert analysis from the latest in today’s world of sports including NFL, NBA, MLB, college basketball, college football, soccer, golf, NHL, tennis and fantasy.","","United States"
"NPTEL-NOC IITM","633000","","","India"
"Doctor O'Donovan","609000","👨‍⚕️ Hi, I'm Dr James O'Donovan. I hold a medical degree (MBBS), Masters Degree (MRes) in Ageing and Health, PhD (DPhil) in Digital Education and MBA. 

📚 My goal is to make health topics easy to understand and accessible!

⏰ I release new videos every Wednesday & Sunday.

 Please subscribe & join our community of likeminded learners. 

⚠️ Disclaimer: Information on this channel is intended as a free open-access educational resource and not as clinical advice. Doctor O'Donovan Medical Education Ltd. can not provide individual advice. All information is accurate to the best of my knowledge at the time of publication. Medical education videos on Doctor O'Donovan Medical Education Ltd. are not a substitute for professional professional medical advice, diagnosis or treatment. NEVER ignore professional medical advice because of something you have heard here. ALWAYS consult your OWN health provider.

Collaboration enquires: https://www.doctorodonovan.com/collaborate

UK GMC Number: 7436647","","United Kingdom"
"DoktAURA","599000","DoktAURA here! Let me share to you my experiences in med school, give you a glimpse of my life in the hospital, and hopefully motivate you to go after your goals - especially if you have doctor dreams too, just like me!

Channel started on April 8, 2017
More stuff for you over at my blog http://auraazarcon.com","","United States"
"Dr. Bri's Vibrant Pelvic Health","598000","I'm Dr. Bri! I'm a Doctor of Physical Therapy, making pelvic wellness fun, accessible, and available to EVERYONE. I offer follow-along workouts to educate and empower you: mind, body, spirit, and pelvic floor. 💕

DISCLAIMER: This content is for informational purposes only. It is general and not intended to be medical advice, nor does using it create a physical therapist-patient relationship between you and Brianne Grogan. Before starting, consult your healthcare provider for a proper diagnosis and ensure this content is safe and appropriate for your medical and physical condition. Stop or modify immediately if you experience pain or increased pelvic symptoms. Brianne Grogan (FemFusion Wellness LLC) makes no representations about the accuracy or suitability of this content for you. By voluntarily using this content, you assume all risks for any resulting losses, injuries, or damages.","","United States"
